species_id,sci_name,main_common_name,order,family,genus,specific_epithet,type_kind,type_voucher,extracted_voucher_prefix,candidate_prefix_to_research,type_locality,type_voucher_uris,extinct,domestic
1001155,Ochotona_dauurica,Daurian Pika,Lagomorpha,Ochotonidae,Ochotona,dauurica,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""per totam Dauuriam"" (= the whole Dauria), southern part of Zabaikalskiy Territory, Russia.",,False,False
1001172,Ochotona_pusilla,Steppe Pika,Lagomorpha,Ochotonidae,Ochotona,pusilla,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""in campis circa Volgam"" (= in plains along Volga). Restricted by Chaworth-Musters in 1933 to ""neighbourhood of Samara.""",,False,False
1001218,Dasyprocta_fuliginosa,Black Agouti,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,nonexistent,lost (number not known),LOST,LOST,"""habitat in Brasilia versus flumen Amazonum."" Restricted by J. A. Allen in 1915 to ""Villa de Borba"" Rio Madeira, Amazonas, Brazil.",,False,False
1006591,Coendou_longicaudatus,Amazonian Long-tailed Porcupine,Rodentia,Erethizontidae,Coendou,longicaudatus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cayenne, French Guiana.",,False,False
1001307,Ctenomys_australis,Dune Tuco-tuco,Rodentia,Ctenomyidae,Ctenomys,australis,holotype,Rusconi 376,RUSCONI,RUSCONI,"""Necochea (F.C.S.), Provincia de Buenos Aires,"" 38°33' S, 58°45' W, 10 m.",,False,False
1001341,Ctenomys_maulinus,Maule Tuco-tuco,Rodentia,Ctenomyidae,Ctenomys,maulinus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""D. Toribio Medina."" Restricted by W. H. Osgood in 1943 to ""Laguna de Maule, Talca province, Chile, ca. 36°00' S, 70°30' W.""",,False,False
1001459,Proechimys_longicaudatus,Long-tailed Spiny-rat,Rodentia,Echimyidae,Proechimys,longicaudatus,nonexistent,lost (number not known),LOST,LOST,"""Northern Paraguay."" Restricted by O. Thomas in 1903 to ""the 21st parallel of latitude, therefore not far south of Corumbá,"" Mato Grosso do Sul State, Brazil.",,False,False
1006826,Octomys_rosiae,Rosi's Viscacha Rat,Rodentia,Octodontidae,Octomys,rosiae,holotype,VG-Q1 1800,VG-Q1,VG,"""Vaquería Gruta 1 site (32°31ʹS; 69°00ʹW; 1,650 m asl), Quebrada de Villavicencio, Mendoza Province, western Argentina, Late Holocene""",,True,False
1001282,Atherurus_macrourus,Asian Brush-tailed Porcupine,Rodentia,Hystricidae,Atherurus,macrourus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Habitat in Asia."" Restricted by M. W. Lyon, Jr. in 1907 to ""Malacca,"" Malay Peninsula.",,False,False
1001284,Hystrix_brachyura,Malayan Porcupine,Rodentia,Hystricidae,Hystrix,brachyura,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Habitat in Asia."" Identified by A. Grote in J. E. Gray in 1866 as ""Malacca,"" Malaya.",,False,False
1001286,Hystrix_cristata,Crested Porcupine,Rodentia,Hystricidae,Hystrix,cristata,holotype,untraced (number not known),UNTRACED,UNTRACED,"""Habitat in Asia."" Restricted by O. Thomas in 1911 to ""near Rome, Italy.""",,False,False
1001288,Hystrix_javanica,Sunda Porcupine,Rodentia,Hystricidae,Hystrix,javanica,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Java.,,False,False
1001504,Aplodontia_rufa,Mountain Beaver,Rodentia,Aplodontiidae,Aplodontia,rufa,nonexistent,lost (number not known),LOST,LOST,"""neighborhood of the Columbia river,"" Pacific Northwest, North America.",,False,False
1001602,Funambulus_palmarum,Indian Palm Squirrel,Rodentia,Sciuridae,Funambulus,palmarum,nonexistent,lost (number not known),LOST,LOST,"""in America, Asia, Africa."" Restricted by R. C. Wroughton in 1905 to ""E coast of Madras,"" India.",,False,False
1001538,Callosciurus_erythraeus,Pallas's Squirrel,Rodentia,Sciuridae,Callosciurus,erythraeus,nonexistent,lost (number not known),LOST,LOST,"Original type locality not known. Restricted by J. L. Bonhote in 1901 to Assam, India, and further restricted by J. C. Moore and G. H. H. Tate in 1965 to the Garo Hills of Assam.",,False,False
1001565,Menetes_berdmorei,Indochinese Ground Squirrel,Rodentia,Sciuridae,Menetes,berdmorei,holotype,lost (number not known),LOST,LOST,"""Thougyeen district"" (Tenasserim, Myanmar).",,False,False
1001608,Ratufa_indica,Indian Giant Squirrel,Rodentia,Sciuridae,Ratufa,indica,nonexistent,lost (number not known),LOST,LOST,"""in India orientali,"" (Bombay, India).",,False,False
1001610,Sciurillus_pusillus,Neotropical Pygmy Squirrel,Rodentia,Sciuridae,Sciurillus,pusillus,lectotype,Buffon's specimen,BUFFON'S,BUFFON'S,"""Cayenne"" in French Guiana.",,False,False
1001637,Petaurillus_kinlochii,Selangor Pygmy Flying Squirrel,Rodentia,Sciuridae,Petaurillus,kinlochii,holotype,lost (number not known),LOST,LOST,"""Kapar, Selangor, Malaysia.""",,False,False
1001658,Petinomys_fuscocapillus,Travancore Flying Squirrel,Rodentia,Sciuridae,Petinomys,fuscocapillus,holotype,lost (number not known),LOST,LOST,"""S. India, Travancore.""",,False,False
1001685,Sciurus_granatensis,Red-tailed Squirrel,Rodentia,Sciuridae,Sciurus,granatensis,holotype,lost (number not known),LOST,LOST,"""Colombia, Dept. Bolivar, Cartagena.""",,False,False
1001686,Sciurus_griseus,Western Gray Squirrel,Rodentia,Sciuridae,Sciurus,griseus,nonexistent,lost (number not known),LOST,LOST,"""The Dalles of the Columbia [River],"" Wasco Co., Oregon, USA.",,False,False
1001722,Ictidomys_tridecemlineatus,Thirteen-lined Ground Squirrel,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"near the source of the Mississippi River. Restricted by J. A. Allen in 1895 to central Minnesota, USA.",,False,False
1001772,Spermophilus_citellus,European Ground Squirrel,Rodentia,Sciuridae,Spermophilus,citellus,syntypes,lost (number not known),LOST,LOST,"""Austria, Bohemia, Polonia."" Restricted by V. Martino and E. Martino in 1940 to Wagram, Austria.",,False,False
1001782,Spermophilus_suslicus,Speckled Ground Squirrel,Rodentia,Sciuridae,Spermophilus,suslicus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""in campis vastissimus tanaicensibus precipue urbes et Tambov,"" Voronezh area, Voronezh Oblast, Russia.",,False,False
1001858,Geomys_bursarius,Plains Pocket Gopher,Rodentia,Geomyidae,Geomys,bursarius,holotype,untraced (number not known),UNTRACED,UNTRACED,"""taken from Indian hunters in the upper parts of Interior Canada."" Restricted by C. H. Merriam in 1895 to ""somewhere in Upper Mississippi [River] Valley"" and M. H. Swenk in 1939 to ""Elk River, Sherburne County, Minnesota,"" USA.",,False,False
1001889,Dipodomys_agilis,Agile Kangaroo Rat,Rodentia,Heteromyidae,Dipodomys,agilis,holotype,lost (number not known),LOST,LOST,"Los Angeles, Los Angeles Co., California, USA.",,False,False
1001961,Allactodipus_bobrinskii,Bobrinski's Jerboa,Rodentia,Dipodidae,Allactodipus,bobrinskii,syntypes,"Tashkent 401, Tashkent 402",TASHKENT,TASHKENT,"Khala-Ata, 140 km NW Bukhara, Uzbekistan.",,False,False
1002014,Zapus_hudsonius,Northern Meadow Jumping Mouse,Rodentia,Zapodidae,Zapus,hudsonius,nonexistent,lost (number not known),LOST,LOST,"""Canada, Hudson Bay."" Restricted by R. M. Anderson in 1942 to Fort Severn, Ontario, Canada.",,False,False
1002043,Chionomys_lasistanius,Lazistan Snow Vole,Rodentia,Cricetidae,Chionomys,lasistanius,holotype,Neuhäuser collection 2231,NEUHÄUSER,NEUHÄUSER,"Varsambeg Dağ, Rize, Turkey.",,False,False
1002080,Microtus_lusitanicus,Lusitanian Pine Vole,Rodentia,Cricetidae,Microtus,lusitanicus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Portugal.,,False,False
1002126,Dicrostonyx_hudsonius,Ungava Collared Lemming,Rodentia,Cricetidae,Dicrostonyx,hudsonius,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Labrador, Canada.",,False,False
1006658,Dinaromys_longipedis,Western Dinaric Vole,Rodentia,Cricetidae,Dinaromys,longipedis,holotype,Đulić 486,ĐULIĆ,ĐULIĆ,"""Rupe-Kolibe Petra Četnika, Čatrna voda, [Mt.] Dinara, 1420 m above sea level, Dalmatia, Yugoslavia”, now Croatia.",,False,False
1002265,Onychomys_leucogaster,Northern Grasshopper Mouse,Rodentia,Cricetidae,Onychomys,leucogaster,nonexistent,lost (number not known),LOST,LOST,"Mandan village near Fort Clark, Oliver County, North Dakota, USA.",,False,False
1002275,Peromyscus_californicus,California Deermouse,Rodentia,Cricetidae,Peromyscus,californicus,holotype,lost (number not known),LOST,LOST,"Monterey, Monterey County, California, USA.",,False,False
1002393,Akodon_boliviensis,Bolivian Grass Mouse,Rodentia,Cricetidae,Akodon,boliviensis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Pichu-Pichún, 14,000 ft., Puno, Peru.",,False,False
1002663,Oryzomys_palustris,Northeastern Marsh Rice Rat,Rodentia,Cricetidae,Oryzomys,palustris,syntypes,lost (number not known),LOST,LOST,"""Fast Land,"" near Salem, Salem County, New Jersey, USA.",,False,False
1002708,Eligmodontia_typus,Lowland Gerbil Mouse,Rodentia,Cricetidae,Eligmodontia,typus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""environs de Buenos-Ayres [= Buenos Aires],"" Argentina.",,False,False
1002746,Sigmodon_hispidus,Hispid Cotton Rat,Rodentia,Cricetidae,Sigmodon,hispidus,syntypes,lost (number not known),LOST,LOST,"St. John's River, Florida USA.",,False,False
1002948,Gerbillus_stigmonyx,Khartoum Gerbil,Rodentia,Muridae,Gerbillus,stigmonyx,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Khartoum, Sudan.",,False,False
1006908,Meriones_dahli,Dahl's Jird,Rodentia,Muridae,Meriones,dahli,holotype,Yerevan 5504-8,YEREVAN,YEREVAN,"foothills of Vardanis (Saraibulak) Ridge, Sadarak steppe, Armenia.",,False,False
1002988,Gerbilliscus_brantsii,Highveld Gerbil,Rodentia,Muridae,Gerbilliscus,brantsii,holotype,lost (number not known),LOST,LOST,"Ladybrand, eastern Free State Province, near Lesotho border, South Africa.",,False,False
1003030,Tokudaia_osimensis,Amami Spiny Rat,Rodentia,Muridae,Tokudaia,osimensis,syntypes,Abe (unnumbered),ABE,ABE,"Sumiyo, Mt. Kiyago-kan, Amami-oshima, Ryukyu Iskands, Japan.",,False,False
1003086,Lemniscomys_barbarus,Barbary Striped Grass Mouse,Rodentia,Muridae,Lemniscomys,barbarus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Barbaria [= Morocco].""",,False,False
1003154,Chiropodomys_gliroides,Indomalayan Pencil-tailed Tree Mouse,Rodentia,Muridae,Chiropodomys,gliroides,holotype,lost (number not known),LOST,LOST,"""Cherra[punji],"" E Khasi Hills, Meghalaya State, India.",,False,False
1003187,Leporillus_apicalis,Lesser Stick-nest Rat,Rodentia,Muridae,Leporillus,apicalis,holotype,lost (number not known),LOST,LOST,"South Australia, Australia.",https://data.nhm.ac.uk/object/a81490a7-1c1f-4885-bbc3-8014b7d29c6e,True,False
1003188,Leporillus_conditor,Greater Stick-nest Rat,Rodentia,Muridae,Leporillus,conditor,syntypes,untraced (number not known),UNTRACED,UNTRACED,"about 45 miles (= 72 km) from Laidley Ponds, Polia area, New South Wales, Australia.",,False,False
1003291,Pseudomys_higginsi,Long-tailed Mouse,Rodentia,Muridae,Pseudomys,higginsi,nonexistent,lost (number not known),LOST,LOST,"Kentishbury, Tasmania, Australia.",,False,False
1003411,Otomys_sungae,Eastern Arc Vlei Rat,Rodentia,Muridae,Otomys,sungae,holotype,Bohmann collection 582,BOHMANN,BOHMANN,"""Sunga, Usambara-Gebirge [= Usambara Mountain Range], Deutsch-Ostafrika [= German East Africa], Meereshöhe [= at sea level] 1900 m,"" Tanzania.",,False,False
1003419,Otomys_zinki,Mount Kilimanjaro Vlei Rat,Rodentia,Muridae,Otomys,zinki,holotype,Bohmann collection 548,BOHMANN,BOHMANN,"Peters Hut, 3800 m, Kilimanjaro, ""German East Africa"" (= Tanzania).",,False,False
1003520,Chiromyscus_langbianis,Langbian Tree Rat,Rodentia,Muridae,Chiromyscus,langbianis,holotype,CBK 3556,CBK,CBK,"""Langbian Peaks, South Annam, 5500–6500 ft. [= 1676–1981 m].""",,False,False
1003635,Rattus_losea,Losea Rat,Rodentia,Muridae,Rattus,losea,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Formosa [= Taiwan].""",,False,False
1003649,Rattus_norvegicus,Brown Rat,Rodentia,Muridae,Rattus,norvegicus,nonexistent,lost (number not known),LOST,LOST,"""Great Britain.""",,False,False
1003659,Rattus_rattus,Roof Rat,Rodentia,Muridae,Rattus,rattus,nonexistent,lost (number not known),LOST,LOST,"""Europe.""",,False,False
1003742,Brachyuromys_ramirohitra,Large Short-tailed Rat,Rodentia,Nesomyidae,Brachyuromys,ramirohitra,holotype,lost (number not known),LOST,LOST,"""Ampitambè forest, Betsimisaraka country (on the border of N.E. Betsileo), 6 hours S.E. of Fandriana.""",https://data.nhm.ac.uk/object/c2ae898f-794e-448d-b7cd-f4a9dc96e20f,False,False
1003897,Crocidura_glassi,Glass's White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,glassi,holotype,Stillwater 2107/5151,STILLWATER,STILLWATER,"""Camp in Gara Mulata Mts, Harar,"" Ethiopia.",,False,False
1004012,Crocidura_tadae,Kuroda's White-toothed Shrew,Eulipotyphla,Soricidae,Crocidura,tadae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Orchid I, off SE Taiwan.",,False,False
1007017,Diplomesodon_sonnerati,Sonnerat's Shrew,Eulipotyphla,Soricidae,Diplomesodon,sonnerati,holotype,Specimen illustrated by Sonnerat,SPECIMEN,SPECIMEN,"""Vicinity of Pondicherry/Puducherry, southern India.""",,False,False
1004218,Sorex_arcticus,Arctic Shrew,Eulipotyphla,Soricidae,Sorex,arcticus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Hudson Bay"" Ontario, Canada.",,False,False
1004228,Sorex_cinereus,Masked Shrew,Eulipotyphla,Soricidae,Sorex,cinereus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Fort Severn, Ontario, Canada.",,False,False
1004301,Parascalops_breweri,Hairy-tailed Mole,Eulipotyphla,Talpidae,Parascalops,breweri,holotype,lost (number not known),LOST,LOST,"""Martha's Vineyard, an Island on the coast of New England,"" Massachusetts, USA.",,False,False
1004302,Scalopus_aquaticus,Eastern Mole,Eulipotyphla,Talpidae,Scalopus,aquaticus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""America."" Restricted by H. H. T. Jackson in 1915 to ""Philadelphia, Pennsylvania,"" USA.",,False,False
1004323,Mogera_imaizumii,Small Japanese Mole,Eulipotyphla,Talpidae,Mogera,imaizumii,holotype,untraced (number not known),UNTRACED,UNTRACED,"Shiobara, Tochigi Prefecture, Honshu, Japan.",,False,False
1004844,Nycteris_parisii,Parisi's Slit-faced Bat,Chiroptera,Nycteridae,Nycteris,parisii,holotype,lost (number not known),LOST,LOST,"""Balli, Somalia.""",,False,False
1004869,Mystacina_tuberculata,Lesser New Zealand Short-tailed Bat,Chiroptera,Mystacinidae,Mystacina,tuberculata,syntypes,lost (number not known),LOST,LOST,"""New Zealand.""",,False,False
1004882,Diphylla_ecaudata,Hairy-legged Vampire Bat,Chiroptera,Phyllostomidae,Diphylla,ecaudata,nonexistent,lost (number not known),LOST,LOST,"""Brasil."" Restricted by A. Cabrera in 1958 to Río San Francisco, Bahia, Brazil.",,False,False
1004898,Anoura_peruana,Tschudi's Tailless Bat,Chiroptera,Phyllostomidae,Anoura,peruana,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Hacienda der Cejaregion 5000' [= 1524 m] ü. M. am Ostabhange der Binnencordillera, Junín, Peru.",,False,False
1004913,Glossophaga_soricina,Pallas's Long-tongued Bat,Chiroptera,Phyllostomidae,Glossophaga,soricina,nonexistent,untraced (number not known),UNTRACED,UNTRACED,type locality not given. Restricted by G. S. Miller in 1912 to Suriname.,,False,False
1004966,Macrophyllum_macrophyllum,Long-legged Bat,Chiroptera,Phyllostomidae,Macrophyllum,macrophyllum,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""In den Wäldern von Brasilien."" Restricted by M. P. zu Wied-Neuwied in 1826 as ""Flusse Mucuri [= Mucuri River],"" Bahia, Brazil.",,False,False
1004967,Trachops_cirrhosus,Common Fringe-lipped Bat,Chiroptera,Phyllostomidae,Trachops,cirrhosus,nonexistent,lost (number not known),LOST,LOST,"type locality not given. Restricted by A. M. Husson in 1962 to Pará, Brazil.",,False,False
1004982,Phyllostomus_hastatus,Greater Spear-nosed Bat,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"‘‘Amérique,'' Restricted by J. A. Allen in 1904 to Suriname.",,False,False
1005097,Thyroptera_tricolor,Spix's Disk-winged Bat,Chiroptera,Thyropteridae,Thyroptera,tricolor,nonexistent,lost (number not known),LOST,LOST,"""ad littora fluminis Amazonum."" Restricted by A. M. Husson in 1962 to ""lower Amazon River below Santo Antônio Dolçá at the mouth of the Rio Icá,"" Brazil.",,False,False
1005111,Miniopterus_fuliginosus,Asian Long-fingered Bat,Chiroptera,Miniopteridae,Miniopterus,fuliginosus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Nepal.""",,False,False
1005202,Molossus_molossus,Pallas's Mastiff Bat,Chiroptera,Molossidae,Molossus,molossus,lectotype,larger specimen of Daubenton,LARGER,LARGER,"America. Restricted by A. M. Husson in 1962 to Martinique, Lesser Antilles.",,False,False
1005210,Mops_condylurus,Angolan Free-tailed Bat,Chiroptera,Molossidae,Mops,condylurus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Durban, KwaZulu-Natal, South Africa.",,False,False
1006943,Murina_beibengensis,Beibeng Tube-nosed Bat,Chiroptera,Vespertilionidae,Murina,beibengensis,holotype,XZ2024037,XZ2024037,XZ,"""Beibeng Township, Medog County, Nyingchi City, Xizang Autonomous Region, China (29.22926454°N, 95.15008271°E; ca. 864 m. a.s.l.; Fig. 1).""",,False,False
1006942,Murina_chayuensis,Chayu Tube-nosed Bat,Chiroptera,Vespertilionidae,Murina,chayuensis,holotype,XZ2023107,XZ2023107,XZ,"""Chayu County, Linzhi City, Xizang, China (28°29'51.12""N, 97°0'53.87""E, 1511 m a.s.l; Fig. 1).""",,False,False
1006944,Murina_medogensis,Medog Tube-nosed Bat,Chiroptera,Vespertilionidae,Murina,medogensis,holotype,XZ2024038,XZ2024038,XZ,"""Medog Town, Medog County, Nyingchi City, Xizang Autonomous Region, China (29.29867524°N, 95.28785706°E; ca. 813 m. a.s.l.; Fig. 1).""",,False,False
1006945,Murina_milinensis,Milin Tube-nosed Bat,Chiroptera,Vespertilionidae,Murina,milinensis,holotype,XZ2023010,XZ2023010,XZ,"""Nanyi Lhoba Township, Milin County, Nyingchi City, Xizang Autonomous Region, China (29.1598922°N, 94.20712670°E; ca. 3020 m. a.s.l.; Fig. 1).""",,False,False
1005346,Murina_puta,Taiwan Tube-nosed Bat,Chiroptera,Vespertilionidae,Murina,puta,holotype,untraced (number not known),UNTRACED,UNTRACED,"Erh-Shui, Chang Hua, Taiwan.",,False,False
1005354,Murina_tubinaris,Scully's Tube-nosed Bat,Chiroptera,Vespertilionidae,Murina,tubinaris,holotype,lost (number not known),LOST,LOST,"""Gilgit,"" Kashmir, Pakistan.",,False,False
1006947,Murina_yadongensis,Yadong Tube-nosed Bat,Chiroptera,Vespertilionidae,Murina,yadongensis,holotype,XZ2023082,XZ2023082,XZ,"""Boluoka, Xiayadong Township, Yadong County, Shigatse City, Xizang Autonomous Region, China (27.36420685°N, 88.97613108°E; ca. 2775 m. a.s.l.; Fig. 1).""",,False,False
1005383,Myotis_californicus,California Myotis,Chiroptera,Vespertilionidae,Myotis,californicus,holotype,lost (number not known),LOST,LOST,"""California,"" USA.",,False,False
1005428,Myotis_leibii,Eastern Small-footed Myotis,Chiroptera,Vespertilionidae,Myotis,leibii,holotype,lost (number not known),LOST,LOST,"""Erie county, Michigan,"" USA.",,False,False
1005443,Myotis_myotis,Greater Myotis,Chiroptera,Vespertilionidae,Myotis,myotis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Thuringia, Germany.",,False,False
1005471,Myotis_sibiricus,Siberian Whiskered Myotis,Chiroptera,Vespertilionidae,Myotis,sibiricus,syntypes,untraced (number not known),UNTRACED,UNTRACED,"Tomsk, Russia.",,False,False
1005490,Submyotodon_latirostris,Taiwan Broad-muzzled Bat,Chiroptera,Vespertilionidae,Submyotodon,latirostris,holotype,untraced (number not known),UNTRACED,UNTRACED,central Taiwan.,,False,False
1005596,Perimyotis_subflavus,Tricolored Bat,Chiroptera,Vespertilionidae,Perimyotis,subflavus,holotype,lost (number not known),LOST,LOST,"""De Géorgia [= Georgia, USA].""",,False,False
1005575,Lasiurus_borealis,Eastern Red Bat,Chiroptera,Vespertilionidae,Lasiurus,borealis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"New York, USA.",,False,False
1005577,Lasiurus_cinereus,Northern Hoary Bat,Chiroptera,Vespertilionidae,Lasiurus,cinereus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Philadelphia, Pennsylvania, USA.",,False,False
1005522,Cnephaeus_hottentotus,Long-tailed Serotine,Chiroptera,Vespertilionidae,Cnephaeus,hottentotus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Uitenhage, Eastern Cape Province, South Africa.",,False,False
1006738,Cnephaeus_kobayashii,Kobayashi's Serotine,Chiroptera,Vespertilionidae,Cnephaeus,kobayashii,holotype,untraced (number not known),UNTRACED,UNTRACED,"Heijo, Heian, Nando, Korea.",,False,False
1005531,Cnephaeus_serotinus,Eurasian Serotine,Chiroptera,Vespertilionidae,Cnephaeus,serotinus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,France.,,False,False
1005519,Eptesicus_fuscus,Big Brown Bat,Chiroptera,Vespertilionidae,Eptesicus,fuscus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Philadelphia, Pennsylvania, USA.",,False,False
1005604,Nyctalus_lasiopterus,Greater Noctule,Chiroptera,Vespertilionidae,Nyctalus,lasiopterus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"?Pisa (uncertain), northern Italy.",,False,False
1005607,Nyctalus_noctula,Common Noctule,Chiroptera,Vespertilionidae,Nyctalus,noctula,nonexistent,untraced (number not known),UNTRACED,UNTRACED,France.,,False,False
1005649,Barbastella_barbastellus,Western Barbastelle,Chiroptera,Vespertilionidae,Barbastella,barbastellus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Burgundy, France.",,False,False
1005656,Corynorhinus_rafinesquii,Rafinesque's Big-eared Bat,Chiroptera,Vespertilionidae,Corynorhinus,rafinesquii,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""les Etats-Unis."" Restricted by C. O. Handley, Jr. in 1959 to ""Mount Carmel, Wabash County, Ill[inois].""",,False,False
1005657,Corynorhinus_townsendii,Townsend's Big-eared Bat,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,syntypes,untraced (number not known),UNTRACED,UNTRACED,"""Columbia River."" Restricted by C. O. Handley, Jr. in 1959 to Fort Vancouver, Clark County, Washington, USA.",,False,False
1005662,Plecotus_auritus,Brown Long-eared Bat,Chiroptera,Vespertilionidae,Plecotus,auritus,nonexistent,lost (number not known),LOST,LOST,"""Europa.""",,False,False
1005663,Plecotus_austriacus,Gray Long-eared Bat,Chiroptera,Vespertilionidae,Plecotus,austriacus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Vienna, Austria.",,False,False
1005691,Scotophilus_nigrita,Schreber's Yellow Bat,Chiroptera,Vespertilionidae,Scotophilus,nigrita,holotype,lost (number not known),LOST,LOST,Senegal.,,False,False
1005709,Chalinolobus_tuberculatus,New Zealand Long-tailed Bat,Chiroptera,Vespertilionidae,Chalinolobus,tuberculatus,holotype,lost (number not known),LOST,LOST,New Zealand.,,False,False
1004379,Cynopterus_sphinx,Greater Short-nosed Fruit Bat,Chiroptera,Pteropodidae,Cynopterus,sphinx,syntypes,lost (number not known),LOST,LOST,"Tranquebar, Madras, India.",,False,False
1004389,Eidolon_helvum,African Straw-colored Fruit Bat,Chiroptera,Pteropodidae,Eidolon,helvum,holotype,lost (number not known),LOST,LOST,"type locality not given. Fixed by K. Andersen in 1907 to ""Senegal.""",,False,False
1004390,Aproteles_bulmerae,Bulmer's Fruit Bat,Chiroptera,Pteropodidae,Aproteles,bulmerae,holotype,K-EE-12-31,K-EE-12-31,K,"2 km south-east of Chuave Government Station, 1530 m, Chimbu Province, Papua New Guinea.",,False,False
1004408,Macroglossus_minimus,Lesser Long-tongued Blossom Bat,Chiroptera,Pteropodidae,Macroglossus,minimus,syntypes,lost (number not known),LOST,LOST,"Java, Indonesia.",,False,False
1004481,Pteropus_niger,Greater Mascarene Flying Fox,Chiroptera,Pteropodidae,Pteropus,niger,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"La Réunion Island, Mascarene Islands (France).",,False,False
1004485,Pteropus_pelagicus,Chuuk Flying Fox,Chiroptera,Pteropodidae,Pteropus,pelagicus,holotype,untraced (number not known),UNTRACED,UNTRACED,"Lukunor Atoll, Mortlock Islands, Chuuk State, Federate States of Micronesia.",,False,False
1004496,Pteropus_rufus,Malagasy Flying Fox,Chiroptera,Pteropodidae,Pteropus,rufus,holotype,untraced (number not known),UNTRACED,UNTRACED,Madagascar. Restricted by K. Andersen in 1908 to North and Central Madagascar.,,False,False
1004501,Pteropus_subniger,Lesser Mascarene Flying Fox,Chiroptera,Pteropodidae,Pteropus,subniger,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Réunion I, Mascarene Is, France.",,True,False
1004508,Pteropus_vetulus,New Caledonia Flying Fox,Chiroptera,Pteropodidae,Pteropus,vetulus,holotype,untraced (number not known),UNTRACED,UNTRACED,"New Caledonia, France.",,False,False
1004589,Hipposideros_crumeniferus,Timor Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,crumeniferus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Timor Island.,,False,False
1004635,Hipposideros_speoris,Schneider's Roundleaf Bat,Chiroptera,Hipposideridae,Hipposideros,speoris,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Tranquebar, Madras, India.",,False,False
1004684,Rhinolophus_ferrumequinum,Greater Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,nonexistent,untraced (number not known),UNTRACED,UNTRACED,France.,,False,False
1004693,Rhinolophus_hipposideros,Lesser Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Germany.,,False,False
1004749,Rhinolophus_subbadius,Little Nepalese Horseshoe Bat,Chiroptera,Rhinolophidae,Rhinolophus,subbadius,holotype,untraced (number not known),UNTRACED,UNTRACED,"""Nepal.""",,False,False
1005798,Phataginus_tetradactylus,Black-bellied Pangolin,Pholidota,Manidae,Phataginus,tetradactylus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,West Africa.,,False,False
1005804,Conepatus_chinga,Molina's Hog-nosed Skunk,Carnivora,Mephitidae,Conepatus,chinga,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Chili"", restricted to ""alrededores de Valparaíso"". [Chile].",,False,False
