species_id,sci_name,main_common_name,order,family,genus,specific_epithet,type_kind,type_voucher,extracted_voucher_prefix,candidate_prefix_to_research,type_locality,type_voucher_uris,extinct,domestic
1005806,Conepatus_semistriatus,Striped Hog-nosed Skunk,Carnivora,Mephitidae,Conepatus,semistriatus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Originally described from ""Mexico"". Type locality later described as ""Minas de Montuosa, cerca de Pamplona, departamento del norte de Santander, Colombia"".",,False,False
1005808,Mephitis_mephitis,Striped Skunk,Carnivora,Mephitidae,Mephitis,mephitis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,eastern Canada [Province of Quebec].,,False,False
1006600,Spilogale_interrupta,Plains Spotted Skunk,Carnivora,Mephitidae,Spilogale,interrupta,holotype,lost (number not known),LOST,LOST,"""inhabiting Louisiana."" Restricted to ""the Missouri River flood plain in southern Chariton Country or northern Saline County, Missouri,"" by N. Woodman and A. Ferguson in 2021.",,False,False
1005811,Spilogale_putorius,Alleghanian Spotted Skunk,Carnivora,Mephitidae,Spilogale,putorius,nonexistent,lost (number not known),LOST,LOST,"""America septentrionali."" Restricted to ""South Carolina,"" by A. H. Howell in 1901 and O. Thomas in 1911.",,False,False
1005817,Martes_americana,American Marten,Carnivora,Mustelidae,Martes,americana,nonexistent,untraced (number not known),UNTRACED,UNTRACED,North America.,,False,False
1005819,Martes_flavigula,Yellow-throated Marten,Carnivora,Mustelidae,Martes,flavigula,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Nepal.,,False,False
1005825,Pekania_pennanti,Fisher,Carnivora,Mustelidae,Pekania,pennanti,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Eastern Canada.,,False,False
1005838,Vormela_peregusna,Marbled Polecat,Carnivora,Mustelidae,Vormela,peregusna,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Russia.,,False,False
1005832,Galictis_cuja,Lesser Grison,Carnivora,Mustelidae,Galictis,cuja,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Chile.,,False,False
1005833,Galictis_vittata,Greater Grison,Carnivora,Mustelidae,Galictis,vittata,holotype,untraced (number not known),UNTRACED,UNTRACED,Surinam.,,False,False
1005844,Lontra_canadensis,North American River Otter,Carnivora,Mustelidae,Lontra,canadensis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Eastern Canada.,,False,False
1005845,Lontra_felina,Marine Otter,Carnivora,Mustelidae,Lontra,felina,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Chile.,,False,False
1005852,Pteronura_brasiliensis,Giant Otter,Carnivora,Mustelidae,Pteronura,brasiliensis,lectotype,specimen described by Barrère,SPECIMEN,SPECIMEN,"“río São Franciso, en la orilla correspondiente al estado de Alagoas,” Brazil.",,False,False
1005853,Arctonyx_albogularis,Northern Hog Badger,Carnivora,Mustelidae,Arctonyx,albogularis,holotype,untraced (number not known),UNTRACED,UNTRACED,Tibet.,,False,False
1005860,Mellivora_capensis,Honey Badger,Carnivora,Mustelidae,Mellivora,capensis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
1005870,Mustela_lutreola,European Mink,Carnivora,Mustelidae,Mustela,lutreola,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Finland.,,False,False
1005874,Mustela_nivalis,Least Weasel,Carnivora,Mustelidae,Mustela,nivalis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Sweden.,,False,False
1005877,Mustela_sibirica,Siberian Weasel,Carnivora,Mustelidae,Mustela,sibirica,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Russia.,,False,False
1005879,Neogale_vison,American Mink,Carnivora,Mustelidae,Neogale,vison,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Eastern Canada.,,False,False
1005880,Taxidea_taxus,American Badger,Carnivora,Mustelidae,Taxidea,taxus,holotype,lost (number not known),LOST,LOST,Canada.,,False,False
1005887,Nasua_narica,White-nosed Coati,Carnivora,Procyonidae,Nasua,narica,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""America"" subsequently restricted to Achotal, Isthmus of Tehuantepec, Veracruz, Mexico.",,False,False
1005888,Nasua_nasua,South American Coati,Carnivora,Procyonidae,Nasua,nasua,nonexistent,lost (number not known),LOST,LOST,"America, later restricted to Pernambuco Brazil.",,False,False
1005890,Potos_flavus,Kinkajou,Carnivora,Procyonidae,Potos,flavus,lectotype,Pennant's specimen of _Potos flavus_,PENNANT'S,PENNANT'S,Surinam.,,False,False
1005891,Procyon_cancrivorus,Crab-eating Raccoon,Carnivora,Procyonidae,Procyon,cancrivorus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cayenne, French Guiana.",,False,False
1005894,Odobenus_rosmarus,Walrus,Carnivora,Odobenidae,Odobenus,rosmarus,nonexistent,lost (number not known),LOST,LOST,"""intra Zonam arcticam Europæ, Asiæ, Americæ.""",,False,False
1005896,Arctocephalus_australis,South American Fur Seal,Carnivora,Otariidae,Arctocephalus,australis,holotype,lost (number not known),LOST,LOST,"""Wohnt um Juan Fernandez, und überhaupt in dortigen Meeren"" (= lives to Juan Fernández, and even in local areas).",,False,False
1005897,Arctocephalus_forsteri,New Zealand Fur Seal,Carnivora,Otariidae,Arctocephalus,forsteri,nonexistent,lost (number not known),LOST,LOST,"no type locality given. Restricted by V. B. Scheffer in 1958 to ""Dusky Sound, New Zealand.""",,False,False
1005900,Arctocephalus_philippii,Juan Fernandez Fur Seal,Carnivora,Otariidae,Arctocephalus,philippii,holotype,lost (number not known),LOST,LOST,"""Insel Juan Fernandez."" Restricted by V. B. Scheffer in 1958 to ""Isla Más a Tierra, Islas Juan Fernández, Chile.""",,False,False
1005895,Arctocephalus_pusillus,Afro-Australian Fur Seal,Carnivora,Otariidae,Arctocephalus,pusillus,nonexistent,lost (number not known),LOST,LOST,no type locality given.,,False,False
1005903,Callorhinus_ursinus,Northern Fur Seal,Carnivora,Otariidae,Callorhinus,ursinus,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Camschatcæ maritimis inter Asiam & Americam proximam, primario in insula Beringii."" Restricted by O. Thomas in 1911 to ""Bering Island.""",,False,False
1005904,Eumetopias_jubatus,Steller Sea Lion,Carnivora,Otariidae,Eumetopias,jubatus,nonexistent,lost (number not known),LOST,LOST,"""Aufenthalt in dem nordlichen Theil des stillen Meeres…westlichen Küste von America…ostlichen von Kamtschatka…Inseln…Küsten unter dem 56ten Grade der Breite liegen"" (north part of the Pacific Ocean, Commander and Bering islands).",,False,False
1005905,Neophoca_cinerea,Australian Sea Lion,Carnivora,Otariidae,Neophoca,cinerea,nonexistent,lost (number not known),LOST,LOST,"""N. de l'île Decrès,"" Kangaroo Island, South Australia, Australia.",,False,False
1005908,Zalophus_californianus,California Sea Lion,Carnivora,Otariidae,Zalophus,californianus,nonexistent,lost (number not known),LOST,LOST,"""les rochers dans le voisinage de la baie San-Francisco"" (= San Francisco Bay), California, United States.",,False,False
1005920,Monachus_monachus,Mediterranean Monk Seal,Carnivora,Phocidae,Monachus,monachus,holotype,lost (number not known),LOST,LOST,"""Dalmatian Sea at Ossero."" Restricted by J. E. King in 1956 to Serbia and Montenegro.",,False,False
1005911,Cystophora_cristata,Hooded Seal,Carnivora,Phocidae,Cystophora,cristata,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Groenlandia australiori et Newfoundland"" (= S Greenland and Newfoundland).",,False,False
1005912,Erignathus_barbatus,Bearded Seal,Carnivora,Phocidae,Erignathus,barbatus,nonexistent,lost (number not known),LOST,LOST,"""ad Scotiam atque Groelandiam australiorem, vulgaris circa Islandiam"" (= North Atlantic Ocean, South Greenland).",,False,False
1005914,Histriophoca_fasciata,Ribbon Seal,Carnivora,Phocidae,Histriophoca,fasciata,nonexistent,lost (number not known),LOST,LOST,"""Wohnt um die Kurilischen Inseln"" (= Russia, Kuril Islands).",,False,False
1005924,Pagophilus_groenlandicus,Harp Seal,Carnivora,Phocidae,Pagophilus,groenlandicus,nonexistent,lost (number not known),LOST,LOST,"""in Groenlandia [= Greenland] et Newfoundland.""",,False,False
1005925,Phoca_largha,Spotted Seal,Carnivora,Phocidae,Phoca,largha,nonexistent,lost (number not known),LOST,LOST,"""quam quod observetur tantum ad orientale littus Camtschatcae"" (= Eastern coast of Kamchatka, Russia).",,False,False
1005926,Phoca_vitulina,Harbor Seal,Carnivora,Phocidae,Phoca,vitulina,nonexistent,lost (number not known),LOST,LOST,"""in mari Europæo."" Restricted by O. Thomas in 1911 to ""Mari Bothnico et Baltico.""",,False,False
1005927,Pusa_caspica,Caspian Seal,Carnivora,Phocidae,Pusa,caspica,nonexistent,lost (number not known),LOST,LOST,"""in mari, praesertim septentrionali, etiam Pacifico et Caspico [= Caspian Sea].""",,False,False
1005928,Pusa_hispida,Ringed Seal,Carnivora,Phocidae,Pusa,hispida,nonexistent,lost (number not known),LOST,LOST,"""Man fängt ihn auf den Küsten von Grönland und Labrader"" (= Greenland and Labrador).",,False,False
1005929,Pusa_sibirica,Baikal Seal,Carnivora,Phocidae,Pusa,sibirica,nonexistent,lost (number not known),LOST,LOST,"""Baikal et Orom"" (= Lake Baikal and Lake Oron, Russia).",,False,False
1005933,Melursus_ursinus,Sloth Bear,Carnivora,Ursidae,Melursus,ursinus,holotype,untraced (number not known),UNTRACED,UNTRACED,"Bihar (earlier Bengal), India.",,False,False
1005934,Ursus_americanus,American Black Bear,Carnivora,Ursidae,Ursus,americanus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,eastern North America.,,False,False
1005936,Ursus_maritimus,Polar Bear,Carnivora,Ursidae,Ursus,maritimus,syntypes,untraced (number not known),UNTRACED,UNTRACED,"Spitsbergen, (Svalbard) Norway.",,False,False
1005944,Canis_lycaon,Eastern Wolf,Carnivora,Canidae,Canis,lycaon,holotype,lost (number not known),LOST,LOST,"vicinity of Quebec, Quebec, Canada.",,False,False
1005953,Lupulella_mesomelas,Black-backed Jackal,Carnivora,Canidae,Lupulella,mesomelas,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
1005947,Cerdocyon_thous,Crab-eating Fox,Carnivora,Canidae,Cerdocyon,thous,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Suriname.,,False,False
1005950,Dusicyon_australis,Warrah,Carnivora,Canidae,Dusicyon,australis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Falkland Is.,,True,False
1005954,Lycalopex_culpaeus,Culpeo,Carnivora,Canidae,Lycalopex,culpaeus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Santiago Province, Chile.",,False,False
1005965,Urocyon_cinereoargenteus,Northern Gray Fox,Carnivora,Canidae,Urocyon,cinereoargenteus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,eastern North America.,,False,False
1005970,Vulpes_corsac,Corsac Fox,Carnivora,Canidae,Vulpes,corsac,nonexistent,untraced (number not known),UNTRACED,UNTRACED,northern Kazakhstan.,,False,False
1005978,Vulpes_zerda,Fennec Fox,Carnivora,Canidae,Vulpes,zerda,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Sahara region.,,False,False
1005979,Acinonyx_jubatus,Cheetah,Carnivora,Felidae,Acinonyx,jubatus,holotype,untraced (number not known),UNTRACED,UNTRACED,"Western Cape Province, South Africa.",,False,False
1005981,Caracal_caracal,Caracal,Carnivora,Felidae,Caracal,caracal,holotype,untraced (number not known),UNTRACED,UNTRACED,"Table Mountain, near Cape Town, South Africa.",,False,False
1005986,Felis_chaus,Jungle Cat,Carnivora,Felidae,Felis,chaus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Russia, Terek River, north of Caucasus.",,False,False
1005987,Felis_lybica,African Wildcat,Carnivora,Felidae,Felis,lybica,holotype,lost (number not known),LOST,LOST,"in the region of the ancient town of Gafsa, Tunisia.",,False,False
1005988,Felis_margarita,Sand Cat,Carnivora,Felidae,Felis,margarita,holotype,lost (number not known),LOST,LOST,"Sahara, Algeria.",,False,False
1005989,Felis_nigripes,Black-footed Cat,Carnivora,Felidae,Felis,nigripes,holotype,untraced (number not known),UNTRACED,UNTRACED,"Kuruman, South Africa.",,False,False
1005990,Felis_silvestris,European Wildcat,Carnivora,Felidae,Felis,silvestris,nonexistent,untraced (number not known),UNTRACED,UNTRACED,no locality = Germany.,,False,False
1005997,Leopardus_guigna,Kodkod,Carnivora,Felidae,Leopardus,guigna,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Valdivia, Chile.",,False,False
1006002,Leopardus_pardalis,Ocelot,Carnivora,Felidae,Leopardus,pardalis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"State of Veracruz, Mexico.",,False,False
1006003,Leopardus_tigrinus,Savanna Oncilla,Carnivora,Felidae,Leopardus,tigrinus,holotype,untraced (number not known),UNTRACED,UNTRACED,"Cayenne, French Guiana.",,False,False
1006005,Leptailurus_serval,Serval,Carnivora,Felidae,Leptailurus,serval,holotype,untraced (number not known),UNTRACED,UNTRACED,Cape region of South Africa.,,False,False
1006006,Lynx_canadensis,Canadian Lynx,Carnivora,Felidae,Lynx,canadensis,holotype,untraced (number not known),UNTRACED,UNTRACED,Canada.,,False,False
1006007,Lynx_lynx,Eurasian Lynx,Carnivora,Felidae,Lynx,lynx,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Wennersborg, S Sweden.",,False,False
1006009,Lynx_rufus,Bobcat,Carnivora,Felidae,Lynx,rufus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Provinz New York in Amerika"".",,False,False
1006010,Otocolobus_manul,Pallas's Cat,Carnivora,Felidae,Otocolobus,manul,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"S of Lake Baikal, Russia.",,False,False
1006012,Prionailurus_bengalensis,Mainland Leopard Cat,Carnivora,Felidae,Prionailurus,bengalensis,holotype,untraced (number not known),UNTRACED,UNTRACED,"Bengal, India.",,False,False
1006017,Puma_concolor,Puma,Carnivora,Felidae,Puma,concolor,lectotype,specimen described by Marcgraf,SPECIMEN,SPECIMEN,"Cayenne region, French Guiana.",,False,False
1006020,Panthera_leo,Lion,Carnivora,Felidae,Panthera,leo,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Morocco, North Africa.",,False,False
1006021,Panthera_onca,Jaguar,Carnivora,Felidae,Panthera,onca,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Pernambuco, Brazil.",,False,False
1006022,Panthera_pardus,Leopard,Carnivora,Felidae,Panthera,pardus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Egypt.,,False,False
1006023,Panthera_tigris,Tiger,Carnivora,Felidae,Panthera,tigris,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Bengal, India.",,False,False
1006024,Panthera_uncia,Snow Leopard,Carnivora,Felidae,Panthera,uncia,holotype,untraced (number not known),UNTRACED,UNTRACED,"Kopet-Dagh Mountains, near Iran.",,False,False
1006033,Galidictis_fasciata,Broad-striped Vontsira,Carnivora,Eupleridae,Galidictis,fasciata,holotype,untraced (number not known),UNTRACED,UNTRACED,"type locality presumed to be Madagascar, erroneously listed by Gmelin as ""India"".",,False,False
1006037,Bdeogale_crassicauda,Bushy-tailed Mongoose,Carnivora,Herpestidae,Bdeogale,crassicauda,nonexistent,lost (number not known),LOST,LOST,"""Tette"", Mozambique.",,False,False
1006069,Mungos_mungo,Banded Mongoose,Carnivora,Herpestidae,Mungos,mungo,lectotype,untraced (number not known),UNTRACED,UNTRACED,"origin uncertain (later attributed to Gambia, but subsequently suggested to be Cape Province, South Africa).",,False,False
1006070,Suricata_suricatta,Meerkat,Carnivora,Herpestidae,Suricata,suricatta,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
1006071,Crocuta_crocuta,Spotted Hyena,Carnivora,Hyaenidae,Crocuta,crocuta,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Gui­­nea, Aethiopia; restricted to ""Senegambia"".",,False,False
1006072,Hyaena_hyaena,Striped Hyena,Carnivora,Hyaenidae,Hyaena,hyaena,holotype,lost (number not known),LOST,LOST,India.,,False,False
1006074,Proteles_cristatus,Southern Aardwolf,Carnivora,Hyaenidae,Proteles,cristatus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Eastern Cape Province, South Africa.",,False,False
1006076,Genetta_angolensis,Angolan Genet,Carnivora,Viverridae,Genetta,angolensis,syntypes,lost (number not known),LOST,LOST,"Caconda, Angola.",,False,False
1006088,Genetta_tigrina,Cape Genet,Carnivora,Viverridae,Genetta,tigrina,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
1006100,Paradoxurus_hermaphroditus,Northern Palm Civet,Carnivora,Viverridae,Paradoxurus,hermaphroditus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,type locality unknown.,,False,False
1006104,Paradoxurus_zeylonensis,Golden Palm Civet,Carnivora,Viverridae,Paradoxurus,zeylonensis,holotype,untraced (number not known),UNTRACED,UNTRACED,Sri Lanka.,,False,False
1006105,Civettictis_civetta,African Civet,Carnivora,Viverridae,Civettictis,civetta,lectotype,Buffon's specimen,BUFFON'S,BUFFON'S,Guinea.,,False,False
1006112,Dicerorhinus_sumatrensis,Sumatran Rhinoceros,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,holotype,lost (number not known),LOST,LOST,Sumatra.,,False,False
1006113,Diceros_bicornis,Black Rhinoceros,Perissodactyla,Rhinocerotidae,Diceros,bicornis,lectotype,specimen described by Kolbius,SPECIMEN,SPECIMEN,South Africa.,,False,False
1006117,Tapirus_indicus,Malayan Tapir,Perissodactyla,Tapiridae,Tapirus,indicus,holotype,lost (number not known),LOST,LOST,"Malaysia, Malay Peninsula.",,False,False
1006119,Tapirus_terrestris,Lowland Tapir,Perissodactyla,Tapiridae,Tapirus,terrestris,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Brasillia"" i.e. Pernambuco, Brazil.",,False,False
1006123,Equus_ferus,Wild Horse,Perissodactyla,Equidae,Equus,ferus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Bobrov, Russia.",,False,False
1006125,Equus_hemionus,Onager,Perissodactyla,Equidae,Equus,hemionus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"North-eastern boundary of Mongolia with Russia, Transbaikalia, S. Chitinsk, 50° N, 115° E.",,False,False
1006127,Equus_quagga,Plains Zebra,Perissodactyla,Equidae,Equus,quagga,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"South Africa, south of Vaal River.",,False,False
1006128,Equus_zebra,Mountain Zebra,Perissodactyla,Equidae,Equus,zebra,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"South Africa, south-western Cape Province.",,False,False
1006393,Balaena_mysticetus,Bowhead Whale,Artiodactyla,Balaenidae,Balaena,mysticetus,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Grœnlandico"" (= Greenland Sea).",,False,False
1006395,Eubalaena_glacialis,North Atlantic Right Whale,Artiodactyla,Balaenidae,Eubalaena,glacialis,nonexistent,lost (number not known),LOST,LOST,"North Cape, Norway.",,False,False
1006397,Balaenoptera_acutorostrata,Common Minke Whale,Artiodactyla,Balaenopteridae,Balaenoptera,acutorostrata,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"France, ""pris aux environs de la rade de Cherbourg,"" Manche.",,False,False
1006401,Balaenoptera_musculus,Blue Whale,Artiodactyla,Balaenopteridae,Balaenoptera,musculus,nonexistent,lost (number not known),LOST,LOST,"""Habitat in mari Scotico"" (Scotland, United Kingdom).",,False,False
1006403,Balaenoptera_physalus,Fin Whale,Artiodactyla,Balaenopteridae,Balaenoptera,physalus,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Europæo."" Restricted by Thomas in 1911 to ""Norway, near Svalbard, Spitsbergen Sea.""",,False,False
1006405,Megaptera_novaeangliae,Humpback Whale,Artiodactyla,Balaenopteridae,Megaptera,novaeangliae,nonexistent,lost (number not known),LOST,LOST,"""de la nouvelle Angleterre,"" (coast of New England, USA).",,False,False
1006411,Delphinus_delphis,Panglobal Common Dolphin,Artiodactyla,Delphinidae,Delphinus,delphis,nonexistent,lost (number not known),LOST,LOST,"""Oceano Europæo.""",,False,False
1006432,Sousa_chinensis,Indo-Pacific Humpback Dolphin,Artiodactyla,Delphinidae,Sousa,chinensis,syntypes,lost (number not known),LOST,LOST,"Zhujiang Kou (mouth of Canton [Pearl] River, Guangdong Prov., China.",,False,False
1006425,Pseudorca_crassidens,False Killer Whale,Artiodactyla,Delphinidae,Pseudorca,crassidens,holotype,lost (number not known),LOST,LOST,"""in the great fen of Lincolnshire beneath the turf [subfossil], in the neighborhood of the ancient town of Stamford,"" England, UK.",,False,False
1006423,Orcinus_orca,Common Killer Whale,Artiodactyla,Delphinidae,Orcinus,orca,nonexistent,lost (number not known),LOST,LOST,"""Oceano Europæo.""",,False,False
1006426,Cephalorhynchus_australis,Peale's Dolphin,Artiodactyla,Delphinidae,Cephalorhynchus,australis,holotype,lost (number not known),LOST,LOST,"""South Atlantic Ocean, off the coast of Patagonia,"" Argentina.",,False,False
1006407,Cephalorhynchus_commersonii,Commerson's Dolphin,Artiodactyla,Delphinidae,Cephalorhynchus,commersonii,syntypes,lost (number not known),LOST,LOST,"""de la terre de Feu et dans le détroit de Magellan [= Tierra Del Fuego and Straits of Magellan],"" Chile.",,False,False
1006427,Cephalorhynchus_cruciger,Hourglass Dolphin,Artiodactyla,Delphinidae,Cephalorhynchus,cruciger,syntypes,lost (number not known),LOST,LOST,"""entre la Nouvelle-Hollande et le cap Horn [= between Australia and Cape Horn]…par 49 [S] de latitude,"" southern Pacific Ocean.",,False,False
1006419,Lissodelphis_borealis,Northern Right-whale Dolphin,Artiodactyla,Delphinidae,Lissodelphis,borealis,syntypes,lost (number not known),LOST,LOST,"""North Pacific Ocean, latitude 46° 6' 50"" N., 134° 5' W. from Greenwich,"" 10° W of Astoria, Oregon, USA.",,False,False
1006444,Delphinapterus_leucas,Beluga,Artiodactyla,Monodontidae,Delphinapterus,leucas,nonexistent,lost (number not known),LOST,LOST,"""die im Obischen Meerbusen"" (= mouth of Ob River), North-eastern Siberia, Russia.",,False,False
1006445,Monodon_monoceros,Narwhal,Artiodactyla,Monodontidae,Monodon,monoceros,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Septentrionali Americæ, Europæ"" (= northern seas of Europe and America).",,False,False
1006450,Phocoena_phocoena,Harbor Porpoise,Artiodactyla,Phocoenidae,Phocoena,phocoena,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Europæo & Balthico"" (= Baltic Sea, ""Swedish Seas"").",,False,False
1006461,Physeter_macrocephalus,Sperm Whale,Artiodactyla,Physeteridae,Physeter,macrocephalus,holotype,lost (number not known),LOST,LOST,"""in Oceano Europæo.""",,False,False
1006547,Platanista_minor,Indus River Dolphin,Artiodactyla,Platanistidae,Platanista,minor,holotype,lost (number not known),LOST,LOST,"""the Indus.""",,False,False
1006466,Hyperoodon_ampullatus,Northern Bottlenose Whale,Artiodactyla,Ziphiidae,Hyperoodon,ampullatus,holotype,lost (number not known),LOST,LOST,Maldon (England).,,False,False
1006473,Mesoplodon_europaeus,Gervais's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,europaeus,holotype,lost (number not known),LOST,LOST,"English Channel, ""qui provient d'un individu harponné dans la Manche.""",,False,False
1006475,Mesoplodon_grayi,Gray's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,grayi,syntypes,lost (number not known),LOST,LOST,"New Zealand, ""the Chatham Islands…from specimens stranded…on the Waitangi beach of the main island of that group.""",,False,False
1006131,Alcelaphus_buselaphus,Hartebeest,Artiodactyla,Bovidae,Alcelaphus,buselaphus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Morocco.,,False,False
1006133,Connochaetes_gnou,Black Wildebeest,Artiodactyla,Bovidae,Connochaetes,gnou,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope. Restricted by P. Grubb in 1999 to Agterbruintjieshoogte, Somerset East district.",,False,False
1006136,Damaliscus_pygargus,Bontebok,Artiodactyla,Bovidae,Damaliscus,pygargus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope. Restricted by Bigalke in 1948 to Swart River, near Caledon.",,False,False
1006138,Antidorcas_marsupialis,Springbok,Artiodactyla,Bovidae,Antidorcas,marsupialis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape Province, South Africa.",,False,False
1006149,Gazella_dorcas,Dorcas Gazelle,Artiodactyla,Bovidae,Gazella,dorcas,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Africa. Restricted to ""Lower Egypt"" by Blaine in 1913 and ""west of the Nile River"" by Osborn and Helmy in 1980.",,False,False
1006150,Gazella_gazella,Mountain Gazelle,Artiodactyla,Bovidae,Gazella,gazella,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Syria.,,False,False
1006154,Gazella_subgutturosa,Goitered Gazelle,Artiodactyla,Bovidae,Gazella,subgutturosa,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Georgia, steppes of E Transcaucasia, near Tbilisi.",,False,False
1006164,Nanger_dama,Dama Gazelle,Artiodactyla,Bovidae,Nanger,dama,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Senegal.,,False,False
1006165,Nanger_granti,Grant's Gazelle,Artiodactyla,Bovidae,Nanger,granti,nonexistent,lost (number not known),LOST,LOST,"Western Kinyenye, Ugogo, Tanzania.",,False,False
1006176,Saiga_tatarica,Saiga,Artiodactyla,Bovidae,Saiga,tatarica,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Ural steppes of Russia.,,False,False
1006169,Ourebia_ourebi,Oribi,Artiodactyla,Bovidae,Ourebia,ourebi,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape of Good Hope.,,False,False
1006140,Dorcatragus_megalotis,Beira,Artiodactyla,Bovidae,Dorcatragus,megalotis,syntypes,lost (number not known),LOST,LOST,"Hekebo, northern Somalia.",,False,False
1006177,Ammotragus_lervia,Aoudad,Artiodactyla,Bovidae,Ammotragus,lervia,nonexistent,untraced (number not known),UNTRACED,UNTRACED,N Africa.,,False,False
1006180,Capra_aegagrus,Wild Goat,Artiodactyla,Bovidae,Capra,aegagrus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Daghestan District of Caucasus, S Russia.",,False,False
1006181,Capra_caucasica,Kuban Tur,Artiodactyla,Bovidae,Capra,caucasica,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Central Caucasus.,,False,False
1006188,Capra_sibirica,Siberian Ibex,Artiodactyla,Bovidae,Capra,sibirica,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Siberia.,,False,False
1006192,Capricornis_sumatraensis,Maned Serow,Artiodactyla,Bovidae,Capricornis,sumatraensis,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Sumatra.,,False,False
1006199,Naemorhedus_goral,Himalayan Goral,Artiodactyla,Bovidae,Naemorhedus,goral,holotype,lost (number not known),LOST,LOST,Nepal.,,False,False
1006202,Ovibos_moschatus,Muskox,Artiodactyla,Bovidae,Ovibos,moschatus,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Canada (Manitoba, between Seal and Churchill rivers).",,False,False
1006230,Philantomba_monticola,Blue Duiker,Artiodactyla,Bovidae,Philantomba,monticola,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape Colony.,,False,False
1006234,Hippotragus_equinus,Roan Antelope,Artiodactyla,Bovidae,Hippotragus,equinus,holotype,untraced (number not known),UNTRACED,UNTRACED,"Inconnue. Restricted by Grubb in 1999 to ""South Africa, Western Cape Prov., Plettenberg Bay"".",,False,False
