sci_name,type_voucher,voucher_prefix,matched_abbreviation,issue
Lonchophylla_concava,USNM:MAMM:179621,USNM:MAMM:179621,USNM,prefix_missing_from_metadata
Lonchophylla_fornicata,USNM:MAMM:483360,USNM:MAMM:483360,USNM,prefix_missing_from_metadata
Lonchophylla_handleyi,BMNH:Mamm:1978.1368,BMNH:MAMM:1978.1368,BMNH,prefix_missing_from_metadata
Lonchophylla_hesperia,MCZ:Mamm:7011,MCZ:MAMM:7011,MCZ,prefix_missing_from_metadata
Lonchophylla_inexpectata,USNM:MAMM:238008,USNM:MAMM:238008,USNM,prefix_missing_from_metadata
Lonchophylla_mordax,BMNH:Mamm:1903.9.5.34,BMNH:MAMM:1903.9.5.34,BMNH,prefix_missing_from_metadata
Lonchophylla_robusta,USNM:MAMM:173854,USNM:MAMM:173854,USNM,prefix_missing_from_metadata
Platalina_genovensium,BMNH:Mamm:1927.11.19.38,BMNH:MAMM:1927.11.19.38,BMNH,prefix_missing_from_metadata
Lonchorhina_aurita,BMNH:Mamm:1909.1.4.67,BMNH:MAMM:1909.1.4.67,BMNH,prefix_missing_from_metadata
Macrotus_californicus,USNM:MAMM:2347,USNM:MAMM:2347,USNM,prefix_missing_from_metadata
Macrotus_waterhousii,BMNH:Mamm:1855.12.26.278,BMNH:MAMM:1855.12.26.278,BMNH,prefix_missing_from_metadata
Lampronycteris_brachyotis,MNHN-ZM-MO-1876-1074 (= MNHN:type:188),MNHN-ZM-MO-1876-1074,MNHN,prefix_missing_from_metadata
Micronycteris_brosseti,MNHN-ZM-MO-1995-1030,MNHN-ZM-MO-1995-1030,MNHN,prefix_missing_from_metadata
Micronycteris_buriri,TTU-M105773,TTU-M105773,TTU-M,prefix_missing_from_metadata
Micronycteris_hirsuta,MNHN-ZM-MO-1997-1905 (= MNHN:type:189),MNHN-ZM-MO-1997-1905,MNHN,prefix_missing_from_metadata
Micronycteris_megalotis,BMNH:Mamm:1842.8.18.5,BMNH:MAMM:1842.8.18.5,BMNH,prefix_missing_from_metadata
Micronycteris_microtis,USNM:MAMM:16366 (= USNM:MAMM:A23364),USNM:MAMM:16366,USNM,prefix_missing_from_metadata
Micronycteris_minuta,MNHN-ZM-AC-1903-13,MNHN-ZM-AC-1903-13,MNHN,prefix_missing_from_metadata
Micronycteris_sanborni,USNM:MAMM:555702,USNM:MAMM:555702,USNM,prefix_missing_from_metadata
Micronycteris_schmidtorum,FMNH:Mamm:41559,FMNH:MAMM:41559,FMNH,prefix_missing_from_metadata
Trachops_coffini,USNM:MAMM:244266,USNM:MAMM:244266,USNM,prefix_missing_from_metadata
Trachops_ehrhardti,SMF:MAMM:11716,SMF:MAMM:11716,SMF,prefix_missing_from_metadata
Gardnerycteris_crenulata,MNHN-ZM-MO-1986-1083 (= MNHN:type:191),MNHN-ZM-MO-1986-1083,MNHN,prefix_missing_from_metadata
Gardnerycteris_keenani,USNM:MAMM:311951,USNM:MAMM:311951,USNM,prefix_missing_from_metadata
Gardnerycteris_koepckeae,LSUMZ:Mamm:16447,LSUMZ:MAMM:16447,LSUMZ,prefix_missing_from_metadata
Lophostoma_brasiliense,BMNH:Mamm:1849.11.7.14,BMNH:MAMM:1849.11.7.14,BMNH,prefix_missing_from_metadata
Lophostoma_kalkoae,USNM:MAMM:582249,USNM:MAMM:582249,USNM,prefix_missing_from_metadata
Phylloderma_stenops,RMNH.MAM.16843,RMNH.MAM.16843,RMNH,prefix_missing_from_metadata
Phyllostomus_elongatus,MNHN-ZM-MO-1986-1044 (= MNHN:AGal:2) (= MNHN:type:190),MNHN-ZM-MO-1986-1044,MNHN,prefix_missing_from_metadata
Phyllostomus_latifolius,BMNH:Mamm:1901.6.4.43,BMNH:MAMM:1901.6.4.43,BMNH,prefix_missing_from_metadata
Tonatia_bakeri,TTU-M39120,TTU-M39120,TTU-M,prefix_missing_from_metadata
Tonatia_maresi,TTU-M9774,TTU-M9774,TTU-M,prefix_missing_from_metadata
Mimon_cozumelae,USNM:MAMM:203191,USNM:MAMM:203191,USNM,prefix_missing_from_metadata
Rhinophylla_alethina,USNM:MAMM:324988,USNM:MAMM:324988,USNM,prefix_missing_from_metadata
Artibeus_aequatorialis,BMNH:Mamm:1900.2.9.13,BMNH:MAMM:1900.2.9.13,BMNH,prefix_missing_from_metadata
Artibeus_amplus,USNM:MAMM:440932,USNM:MAMM:440932,USNM,prefix_missing_from_metadata
Artibeus_fimbriatus,"BMNH:Mamm:1838.10.11.50, BMNH:Mamm:1842.8.17.13, BMNH:Mamm:9a","BMNH:MAMM:1838.10.11.50,",BMNH,prefix_missing_from_metadata
Artibeus_hirsutus,USNM:MAMM:126449,USNM:MAMM:126449,USNM,prefix_missing_from_metadata
Artibeus_jamaicensis,BMNH:Mamm:4a,BMNH:MAMM:4A,BMNH,prefix_missing_from_metadata
Artibeus_schwartzi,KU:M:110176,KU:M:110176,KU,prefix_missing_from_metadata
Dermanura_anderseni,FMNH:Mamm:21331,FMNH:MAMM:21331,FMNH,prefix_missing_from_metadata
Dermanura_azteca,USNM:MAMM:52050,USNM:MAMM:52050,USNM,prefix_missing_from_metadata
Dermanura_bogotensis,BMNH:Mamm:1899.11.4.35,BMNH:MAMM:1899.11.4.35,BMNH,prefix_missing_from_metadata
Dermanura_glauca,BMNH:Mamm:1894.8.6.13,BMNH:MAMM:1894.8.6.13,BMNH,prefix_missing_from_metadata
Dermanura_gnomus,USNM:MAMM:387534,USNM:MAMM:387534,USNM,prefix_missing_from_metadata
Dermanura_phaeotis,USNM:MAMM:108176,USNM:MAMM:108176,USNM,prefix_missing_from_metadata
Dermanura_rava,USNM:MAMM:113338,USNM:MAMM:113338,USNM,prefix_missing_from_metadata
Dermanura_rosenbergi,BMNH:Mamm:1897.11.7.76,BMNH:MAMM:1897.11.7.76,BMNH,prefix_missing_from_metadata
Dermanura_watsoni,BMNH:Mamm:1900.7.11.19,BMNH:MAMM:1900.7.11.19,BMNH,prefix_missing_from_metadata
Ectophylla_alba,USNM:MAMM:15950,USNM:MAMM:15950,USNM,prefix_missing_from_metadata
Enchisthenes_hartii,BMNH:Mamm:1892.9.7.8,BMNH:MAMM:1892.9.7.8,BMNH,prefix_missing_from_metadata
Ametrida_centurio,BMNH:Mamm:1957a,BMNH:MAMM:1957A,BMNH,prefix_missing_from_metadata
Ardops_nichollsi,BMNH:Mamm:1891.5.14.4,BMNH:MAMM:1891.5.14.4,BMNH,prefix_missing_from_metadata
Centurio_senex,BMNH:Mamm:2002.509,BMNH:MAMM:2002.509,BMNH,prefix_missing_from_metadata
Phyllops_falcatus,BMNH:Mamm:2003.65,BMNH:MAMM:2003.65,BMNH,prefix_missing_from_metadata
Stenoderma_rufum,"MNHN-ZM-MO-1997-1818 (= MNHN ""934"")",MNHN-ZM-MO-1997-1818,MNHN,prefix_missing_from_metadata
Chiroderma_doriae,"BMNH:Mamm:1844.9.2.6, BMNH:Mamm:1849.8.16.29","BMNH:MAMM:1844.9.2.6,",BMNH,prefix_missing_from_metadata
Chiroderma_gorgasi,USNM:MAMM:309903,USNM:MAMM:309903,USNM,prefix_missing_from_metadata
Chiroderma_improvisum,TTU-M19900,TTU-M19900,TTU-M,prefix_missing_from_metadata
Chiroderma_salvini,BMNH:Mamm:1868.8.16.2,BMNH:MAMM:1868.8.16.2,BMNH,prefix_missing_from_metadata
Chiroderma_scopaeum,USNM:MAMM:338711,USNM:MAMM:338711,USNM,prefix_missing_from_metadata
Mesophylla_macconnelli,BMNH:Mamm:1901.6.4.64,BMNH:MAMM:1901.6.4.64,BMNH,prefix_missing_from_metadata
Platyrrhinus_angustirostris,FMNH:Mamm:129150,FMNH:MAMM:129150,FMNH,prefix_missing_from_metadata
Platyrrhinus_aquilus,USNM:MAMM:338025,USNM:MAMM:338025,USNM,prefix_missing_from_metadata
Platyrrhinus_aurarius,USNM:MAMM:387163,USNM:MAMM:387163,USNM,prefix_missing_from_metadata
Platyrrhinus_dorsalis,BMNH:Mamm:1899.12.5.1,BMNH:MAMM:1899.12.5.1,BMNH,prefix_missing_from_metadata
Platyrrhinus_fusciventris,USNM:MAMM:560806,USNM:MAMM:560806,USNM,prefix_missing_from_metadata
Platyrrhinus_guianensis,ROM:MAM:113465,ROM:MAM:113465,ROM,prefix_missing_from_metadata
Platyrrhinus_incarum,BMNH:Mamm:1912.1.15.1,BMNH:MAMM:1912.1.15.1,BMNH,prefix_missing_from_metadata
Platyrrhinus_lineatus,"MNHN-ZM-MO-1997-1803 (= MNHN:type:194) (= MNHN ""953"")",MNHN-ZM-MO-1997-1803,MNHN,prefix_missing_from_metadata
Platyrrhinus_masu,FMNH:Mamm:123917,FMNH:MAMM:123917,FMNH,prefix_missing_from_metadata
Platyrrhinus_matapalensis,FMNH:Mamm:81079,FMNH:MAMM:81079,FMNH,prefix_missing_from_metadata
Platyrrhinus_nitelinea,USNM:MAMM:513461,USNM:MAMM:513461,USNM,prefix_missing_from_metadata
Platyrrhinus_recifinus,BMNH:Mamm:1881.3.16.4,BMNH:MAMM:1881.3.16.4,BMNH,prefix_missing_from_metadata
Platyrrhinus_umbratus,MCZ:Mamm:BANGS-8180,MCZ:MAMM:BANGS-8180,MCZ,prefix_missing_from_metadata
Uroderma_bakeri,TTU-M33358,TTU-M33358,TTU-M,prefix_missing_from_metadata
Uroderma_convexum,USNM:MAMM:111722,USNM:MAMM:111722,USNM,prefix_missing_from_metadata
Uroderma_davisi,TTU-M12664,TTU-M12664,TTU-M,prefix_missing_from_metadata
Vampyressa_elisabethae,USNM:MAMM:319283,USNM:MAMM:319283,USNM,prefix_missing_from_metadata
Vampyressa_melissa,BMNH:Mamm:1926.5.3.4,BMNH:MAMM:1926.5.3.4,BMNH,prefix_missing_from_metadata
Vampyressa_thyone,BMNH:Mamm:1897.11.7.77,BMNH:MAMM:1897.11.7.77,BMNH,prefix_missing_from_metadata
Vampyressa_villai,MZFC:M:16012,MZFC:M:16012,MZFC,prefix_missing_from_metadata
Vampyriscus_bidens,BMNH:Mamm:1869.3.31.12,BMNH:MAMM:1869.3.31.12,BMNH,prefix_missing_from_metadata
Vampyriscus_brocki,ROM:MAM:38515,ROM:MAM:38515,ROM,prefix_missing_from_metadata
Vampyriscus_nymphaeus,BMNH:Mamm:1909.7.17.40,BMNH:MAMM:1909.7.17.40,BMNH,prefix_missing_from_metadata
Vampyrodes_caraccioli,BMNH:Mamm:1889.6.10.2,BMNH:MAMM:1889.6.10.2,BMNH,prefix_missing_from_metadata
Vampyrodes_major,MCZ:Mamm:6756,MCZ:MAMM:6756,MCZ,prefix_missing_from_metadata
Sturnira_angeli,USNM:MAMM:361881,USNM:MAMM:361881,USNM,prefix_missing_from_metadata
Sturnira_aratathomasi,USNM:MAMM:395158,USNM:MAMM:395158,USNM,prefix_missing_from_metadata
Sturnira_bidens,BMNH:Mamm:1915.7.11.7,BMNH:MAMM:1915.7.11.7,BMNH,prefix_missing_from_metadata
Sturnira_bogotensis,USNM:MAMM:251989,USNM:MAMM:251989,USNM,prefix_missing_from_metadata
Sturnira_burtonlimi,ROM:MAM:104294,ROM:MAM:104294,ROM,prefix_missing_from_metadata
Sturnira_lilium,MNHN-ZM-MO-1991-600 (= MNHN:type:195),MNHN-ZM-MO-1991-600,MNHN,prefix_missing_from_metadata
Sturnira_magna,FMNH:Mamm:87059,FMNH:MAMM:87059,FMNH,prefix_missing_from_metadata
Sturnira_mordax,USNM:MAMM:250310,USNM:MAMM:250310,USNM,prefix_missing_from_metadata
Sturnira_nana,LSUMZ:Mamm:15683,LSUMZ:MAMM:15683,LSUMZ,prefix_missing_from_metadata
Sturnira_parvidens,USNM:MAMM:126555,USNM:MAMM:126555,USNM,prefix_missing_from_metadata
Sturnira_paulsoni,USNM:MAMM:361882,USNM:MAMM:361882,USNM,prefix_missing_from_metadata
Thyroptera_lavali,FMNH:Mamm:89121,FMNH:MAMM:89121,FMNH,prefix_missing_from_metadata
Cistugo_seabrae,BMNH:Mamm:1906.1.3.3,BMNH:MAMM:1906.1.3.3,BMNH,prefix_missing_from_metadata
Miniopterus_aelleni,FMNH:Mamm:173067,FMNH:MAMM:173067,FMNH,prefix_missing_from_metadata
Miniopterus_africanus,FMNH:Mamm:28769,FMNH:MAMM:28769,FMNH,prefix_missing_from_metadata
Miniopterus_ambohitrensis,FMNH:Mamm:202450,FMNH:MAMM:202450,FMNH,prefix_missing_from_metadata
Miniopterus_arenarius,USNM:MAMM:181811,USNM:MAMM:181811,USNM,prefix_missing_from_metadata
Miniopterus_australis,BMNH:Mamm:1854.5.19.5,BMNH:MAMM:1854.5.19.5,BMNH,prefix_missing_from_metadata
Miniopterus_brachytragos,FMNH:Mamm:175840,FMNH:MAMM:175840,FMNH,prefix_missing_from_metadata
Miniopterus_egeri,FMNH:Mamm:209160,FMNH:MAMM:209160,FMNH,prefix_missing_from_metadata
Miniopterus_fraterculus,BMNH:Mamm:1905.5.7.18,BMNH:MAMM:1905.5.7.18,BMNH,prefix_missing_from_metadata
Miniopterus_fuscus,BMNH:Mamm:1902.10.7.3,BMNH:MAMM:1902.10.7.3,BMNH,prefix_missing_from_metadata
Miniopterus_gleni,ROM:MAM:42567,ROM:MAM:42567,ROM,prefix_missing_from_metadata
Miniopterus_griffithsi,FMNH:Mamm:184214,FMNH:MAMM:184214,FMNH,prefix_missing_from_metadata
Miniopterus_griveaudi,BMNH:Mamm:1967.1231,BMNH:MAMM:1967.1231,BMNH,prefix_missing_from_metadata
Miniopterus_inflatus,BMNH:Mamm:1903.2.4.8,BMNH:MAMM:1903.2.4.8,BMNH,prefix_missing_from_metadata
Miniopterus_magnater,FMNH:Mamm:31802,FMNH:MAMM:31802,FMNH,prefix_missing_from_metadata
Miniopterus_mahafaliensis,FMNH:Mamm:173197,FMNH:MAMM:173197,FMNH,prefix_missing_from_metadata
Miniopterus_majori,BMNH:Mamm:1897.9.1.38,BMNH:MAMM:1897.9.1.38,BMNH,prefix_missing_from_metadata
Miniopterus_manavi,BMNH:Mamm:1897.9.1.37,BMNH:MAMM:1897.9.1.37,BMNH,prefix_missing_from_metadata
Miniopterus_medius,BMNH:Mamm:1909.1.5.464,BMNH:MAMM:1909.1.5.464,BMNH,prefix_missing_from_metadata
Miniopterus_mossambicus,FMNH:Mamm:213651,FMNH:MAMM:213651,FMNH,prefix_missing_from_metadata
Miniopterus_natalensis,BMNH:Mamm:1848.6.12.19,BMNH:MAMM:1848.6.12.19,BMNH,prefix_missing_from_metadata
Miniopterus_orianae,BMNH:Mamm:1922.10.8.1,BMNH:MAMM:1922.10.8.1,BMNH,prefix_missing_from_metadata
Miniopterus_pallidus,BMNH:Mamm:1907.7.14.7,BMNH:MAMM:1907.7.14.7,BMNH,prefix_missing_from_metadata
Miniopterus_paululus,USNM:MAMM:105493,USNM:MAMM:105493,USNM,prefix_missing_from_metadata
Miniopterus_petersoni,FMNH:Mamm:194136,FMNH:MAMM:194136,FMNH,prefix_missing_from_metadata
Miniopterus_robustior,"BMNH:Mamm:1914.5.23.2, MCZ:Mamm:19375 (= NMB 1758), NMB 1752, NMB 1753, NMB 1754, NMB 1755, NMB 1756, NMB 1757, NMB 1758, NMB 1759, NMB 1760","BMNH:MAMM:1914.5.23.2,",BMNH,prefix_missing_from_metadata
Miniopterus_shortridgei,BMNH:Mamm:1909.1.5.426,BMNH:MAMM:1909.1.5.426,BMNH,prefix_missing_from_metadata
Miniopterus_sororculus,FMNH:Mamm:177259,FMNH:MAMM:177259,FMNH,prefix_missing_from_metadata
Miniopterus_srinii,NHMOU.CHI.08.2017,NHMOU.CHI.08.2017,NHMO,prefix_missing_from_metadata
Miniopterus_tristis,BMNH:Mamm:1855.12.26.266,BMNH:MAMM:1855.12.26.266,BMNH,prefix_missing_from_metadata
Cheiromeles_parvidens,USNM:MAMM:219350,USNM:MAMM:219350,USNM,prefix_missing_from_metadata
Cynomops_abrasus,RMNH.MAM.17374,RMNH.MAM.17374,RMNH,prefix_missing_from_metadata
Cynomops_mastivus,BMNH:Mamm:1910.11.10.3,BMNH:MAMM:1910.11.10.3,BMNH,prefix_missing_from_metadata
Cynomops_mexicanus,KU:M:108609,KU:M:108609,KU,prefix_missing_from_metadata
Cynomops_milleri,FMNH:Mamm:19652,FMNH:MAMM:19652,FMNH,prefix_missing_from_metadata
Eumops_dabbenei,BMNH:Mamm:1914.4.4.8,BMNH:MAMM:1914.4.4.8,BMNH,prefix_missing_from_metadata
Eumops_delticus,BMNH:Mamm:1923.8.9.7,BMNH:MAMM:1923.8.9.7,BMNH,prefix_missing_from_metadata
Eumops_floridanus,MCZ:VP:VPM-17672,MCZ:VP:VPM-17672,MCZ,prefix_missing_from_metadata
Eumops_hansae,USNM:MAMM:200993,USNM:MAMM:200993,USNM,prefix_missing_from_metadata
Eumops_maurus,BMNH:Mamm:1901.6.4.34,BMNH:MAMM:1901.6.4.34,BMNH,prefix_missing_from_metadata
Eumops_nanus,BMNH:Mamm:1900.7.11.99,BMNH:MAMM:1900.7.11.99,BMNH,prefix_missing_from_metadata
Eumops_patagonicus,BMNH:Mamm:1923.12.12.18,BMNH:MAMM:1923.12.12.18,BMNH,prefix_missing_from_metadata
Eumops_trumbulli,BMNH:Mamm:1899.11.2.1,BMNH:MAMM:1899.11.2.1,BMNH,prefix_missing_from_metadata
Micronomus_norfolkensis,BMNH:Mamm:1838.10.11.56,BMNH:MAMM:1838.10.11.56,BMNH,prefix_missing_from_metadata
Molossops_griseiventer,FMNH:Mamm:51727,FMNH:MAMM:51727,FMNH,prefix_missing_from_metadata
Molossus_currentium,BMNH:Mamm:1898.3.4.28,BMNH:MAMM:1898.3.4.28,BMNH,prefix_missing_from_metadata
Molossus_fentoni,ROM:MAM:122583,ROM:MAM:122583,ROM,prefix_missing_from_metadata
Molossus_fluminensis,BMNH:Mamm:1919.7.7.324,BMNH:MAMM:1919.7.7.324,BMNH,prefix_missing_from_metadata
Molossus_nigricans,USNM:MAMM:90941,USNM:MAMM:90941,USNM,prefix_missing_from_metadata
Molossus_paranaensis,MFA-ZV-M 1494,MFA-ZV-M,MF,prefix_missing_from_metadata
Molossus_pretiosus,USNM:MAMM:102761,USNM:MAMM:102761,USNM,prefix_missing_from_metadata
Molossus_rufus,MNHN-ZM-MO-1997-1847 (= MNHN:AGal:428) (= MNHN:type:224),MNHN-ZM-MO-1997-1847,MNHN,prefix_missing_from_metadata
Molossus_tropidorhynchus,BMNH:Mamm:1854.12.27.6,BMNH:MAMM:1854.12.27.6,BMNH,prefix_missing_from_metadata
Mops_ansorgei,BMNH:Mamm:1910.4.8.4,BMNH:MAMM:1910.4.8.4,BMNH,prefix_missing_from_metadata
Mops_atsinanana,FMNH:Mamm:185259,FMNH:MAMM:185259,FMNH,prefix_missing_from_metadata
Mops_bakarii,FMNH:Mamm:192895,FMNH:MAMM:192895,FMNH,prefix_missing_from_metadata
Mops_bemmeleni,RMNH.MAM.21649,RMNH.MAM.21649,RMNH,prefix_missing_from_metadata
Mops_bregullae,SMF:MAMM:21845,SMF:MAMM:21845,SMF,prefix_missing_from_metadata
Mops_demonstrator,BMNH:Mamm:1902.7.4.3,BMNH:MAMM:1902.7.4.3,BMNH,prefix_missing_from_metadata
Mops_gallagheri,BMNH:Mamm:1976.207 (= HZM 1.7797),BMNH:MAMM:1976.207,BMNH,prefix_missing_from_metadata
Mops_jobensis,USNM:MAMM:18545 (= USNM:MAMM:A38035),USNM:MAMM:18545,USNM,prefix_missing_from_metadata
Mops_jobimena,FMNH:Mamm:169716,FMNH:MAMM:169716,FMNH,prefix_missing_from_metadata
Mops_leucogaster,FMNH:Mamm:176137,FMNH:MAMM:176137,FMNH,prefix_missing_from_metadata
Mops_leucostigma,MCZ:Mamm:16344,MCZ:MAMM:16344,MCZ,prefix_missing_from_metadata
Mops_major,BMNH:Mamm:1849.2.8.36,BMNH:MAMM:1849.2.8.36,BMNH,prefix_missing_from_metadata
Mops_midas,"BMNH:Mamm:1846.6.2.20, ZMB 535, ZSM 40","BMNH:MAMM:1846.6.2.20,",BMNH,prefix_missing_from_metadata
Mops_nigeriae,BMNH:Mamm:1911.3.22.1,BMNH:MAMM:1911.3.22.1,BMNH,prefix_missing_from_metadata
Mops_niveiventer,BMNH:Mamm:1926.7.6.109,BMNH:MAMM:1926.7.6.109,BMNH,prefix_missing_from_metadata
Mops_petersoni,ROM:MAM:55813,ROM:MAM:55813,ROM,prefix_missing_from_metadata
Mops_plicatus,BMNH:Mamm:2003.57,BMNH:MAMM:2003.57,BMNH,prefix_missing_from_metadata
Mops_pumilus,SMF:MAMM:4311,SMF:MAMM:4311,SMF,prefix_missing_from_metadata
Mops_pusillus,"USNM:MAMM:20991, USNM:MAMM:A37852","USNM:MAMM:20991,",USNM,prefix_missing_from_metadata
Mops_spurrelli,BMNH:Mamm:1911.1.11.1,BMNH:MAMM:1911.1.11.1,BMNH,prefix_missing_from_metadata
Mops_thersites,BMNH:Mamm:1904.2.8.4,BMNH:MAMM:1904.2.8.4,BMNH,prefix_missing_from_metadata
Mormopterus_acetabulosus,FMNH:Mamm:187489,FMNH:MAMM:187489,FMNH,prefix_missing_from_metadata
Mormopterus_francoismoutoui,FMNH:Mamm:193986,FMNH:MAMM:193986,FMNH,prefix_missing_from_metadata
Mormopterus_kalinowskii,BMNH:Mamm:1894.8.6.7,BMNH:MAMM:1894.8.6.7,BMNH,prefix_missing_from_metadata
Mormopterus_phrudus,USNM:MAMM:194449,USNM:MAMM:194449,USNM,prefix_missing_from_metadata
Myopterus_daubentonii,MNHN-ZM-MO-1982-1035,MNHN-ZM-MO-1982-1035,MNHN,prefix_missing_from_metadata
Myopterus_whitleyi,BMNH:Mamm:1900.10.26.1,BMNH:MAMM:1900.10.26.1,BMNH,prefix_missing_from_metadata
Nyctinomops_aurispinosus,USNM:MAMM:3726,USNM:MAMM:3726,USNM,prefix_missing_from_metadata
Nyctinomops_femorosaccus,USNM:MAMM:186447,USNM:MAMM:186447,USNM,prefix_missing_from_metadata
Nyctinomops_macrotis,BMNH:Mamm:2003.54,BMNH:MAMM:2003.54,BMNH,prefix_missing_from_metadata
Nyctinomus_aegyptiacus,MNHN-ZM-MO-1986-1084 (= MNHN:AGal:467) (= MNHN:type:228),MNHN-ZM-MO-1986-1084,MNHN,prefix_missing_from_metadata
Otomops_formosus,RMNH.MAM.15322,RMNH.MAM.15322,RMNH,prefix_missing_from_metadata
Otomops_madagascariensis,MNHN-ZM-MO-1953-1,MNHN-ZM-MO-1953-1,MNHN,prefix_missing_from_metadata
Otomops_papuensis,MCZ:Mamm:45769,MCZ:MAMM:45769,MCZ,prefix_missing_from_metadata
Otomops_secundus,BMNH:Mamm:1950.982,BMNH:MAMM:1950.982,BMNH,prefix_missing_from_metadata
Otomops_wroughtoni,BMNH:Mamm:1912.11.24.1,BMNH:MAMM:1912.11.24.1,BMNH,prefix_missing_from_metadata
Ozimops_cobourgianus,USNM:MAMM:284243,USNM:MAMM:284243,USNM,prefix_missing_from_metadata
Ozimops_loriae,"BMNH:Mamm:1897.8.7.30, MSNG (no number given)","BMNH:MAMM:1897.8.7.30,",BMNH,prefix_missing_from_metadata
Ozimops_planiceps,SMF:MAMM:4283,SMF:MAMM:4283,SMF,prefix_missing_from_metadata
Ozimops_ridei,SMF:MAMM:17652,SMF:MAMM:17652,SMF,prefix_missing_from_metadata
Promops_centralis,BMNH:Mamm:1894.2.5.4,BMNH:MAMM:1894.2.5.4,BMNH,prefix_missing_from_metadata
Promops_davisoni,BMNH:Mamm:1921.5.21.1,BMNH:MAMM:1921.5.21.1,BMNH,prefix_missing_from_metadata
Tadarida_brasiliensis,"MNHN-ZM-MO-1997-1813 (= MNHN:type:230) (= MNHN-ZM-AC-A6826) (= MNHN ""800""), MNHN-ZM-MO-1997-1814 (= MNHN:type:230a) (= MNHN-ZM-AC-A6944) (= MNHN ""801""), MNHN-ZM-MO-1997-1815 (= MNHN:type:230b) (= MNHN ""802""), MNHN-ZM-MO-1997-1816 (= MNHN:type:230c) (= MNHN ""803"")",MNHN-ZM-MO-1997-1813,MNHN,prefix_missing_from_metadata
Tadarida_fulminans,BMNH:Mamm:1882.3.1.34,BMNH:MAMM:1882.3.1.34,BMNH,prefix_missing_from_metadata
Tadarida_latouchei,BMNH:Mamm:1919.12.22.2,BMNH:MAMM:1919.12.22.2,BMNH,prefix_missing_from_metadata
Tadarida_lobata,BMNH:Mamm:1893.2.3.7,BMNH:MAMM:1893.2.3.7,BMNH,prefix_missing_from_metadata
Tomopeas_ravum,BMNH:Mamm:1900.3.1.101,BMNH:MAMM:1900.3.1.101,BMNH,prefix_missing_from_metadata
Chilonatalus_macer,USNM:MAMM:113724,USNM:MAMM:113724,USNM,prefix_missing_from_metadata
Chilonatalus_micropus,BMNH:Mamm:1880.12.14.1,BMNH:MAMM:1880.12.14.1,BMNH,prefix_missing_from_metadata
Chilonatalus_tumidifrons,USNM:MAMM:122024,USNM:MAMM:122024,USNM,prefix_missing_from_metadata
Natalus_major,USNM:MAMM:101395,USNM:MAMM:101395,USNM,prefix_missing_from_metadata
Natalus_mexicanus,USNM:MAMM:96496,USNM:MAMM:96496,USNM,prefix_missing_from_metadata
Natalus_stramineus,BMNH:Mamm:1970.2324,BMNH:MAMM:1970.2324,BMNH,prefix_missing_from_metadata
Natalus_tumidirostris,USNM:MAMM:102106,USNM:MAMM:102106,USNM,prefix_missing_from_metadata
Nyctiellus_lepidus,MNHN-ZM-MO-1997-1846 (= MNHN:AGal:621) (= MNHN:type:210),MNHN-ZM-MO-1997-1846,MNHN,prefix_missing_from_metadata
Kerivoula_africana,MNHN-ZM-MO-1985-1063,MNHN-ZM-MO-1985-1063,MNHN,prefix_missing_from_metadata
Kerivoula_agnella,BMNH:Mamm:1898.4.1.2,BMNH:MAMM:1898.4.1.2,BMNH,prefix_missing_from_metadata
Kerivoula_argentata,BMNH:Mamm:1907.1.1.540,BMNH:MAMM:1907.1.1.540,BMNH,prefix_missing_from_metadata
Kerivoula_crypta,BMNH:Mamm:1912.8.25.2,BMNH:MAMM:1912.8.25.2,BMNH,prefix_missing_from_metadata
Kerivoula_cuprosa,BMNH:Mamm:1912.10.25.1,BMNH:MAMM:1912.10.25.1,BMNH,prefix_missing_from_metadata
Kerivoula_depressa,USNM:MAMM:18533 (= USNM:MAMM:A38194),USNM:MAMM:18533,USNM,prefix_missing_from_metadata
Kerivoula_dongduongana,MNHN-ZM-MO-2017-2723,MNHN-ZM-MO-2017-2723,MNHN,prefix_missing_from_metadata
Kerivoula_flora,BMNH:Mamm:1897.4.18.22,BMNH:MAMM:1897.4.18.22,BMNH,prefix_missing_from_metadata
Kerivoula_hardwickii,BMNH:Mamm:1879.11.21.181,BMNH:MAMM:1879.11.21.181,BMNH,prefix_missing_from_metadata
Kerivoula_intermedia,BMNH:Mamm:1983.356,BMNH:MAMM:1983.356,BMNH,prefix_missing_from_metadata
Kerivoula_krauensis,BMNH:Mamm:1999.294,BMNH:MAMM:1999.294,BMNH,prefix_missing_from_metadata
Kerivoula_lanosa,"BMNH:Mamm:1907.1.1.538, BMNH:Mamm:1907.1.1.539","BMNH:MAMM:1907.1.1.538,",BMNH,prefix_missing_from_metadata
Kerivoula_lenis,BMNH:Mamm:1879.11.21.126,BMNH:MAMM:1879.11.21.126,BMNH,prefix_missing_from_metadata
Kerivoula_malpasi,BMNH:Mamm:1931.11.7.1,BMNH:MAMM:1931.11.7.1,BMNH,prefix_missing_from_metadata
Kerivoula_minuta,USNM:MAMM:83547,USNM:MAMM:83547,USNM,prefix_missing_from_metadata
Kerivoula_myrella,BMNH:Mamm:1914.4.1.10,BMNH:MAMM:1914.4.1.10,BMNH,prefix_missing_from_metadata
