species_id,sci_name,sci_name_space,family,order,type_locality,type_voucher,museum_abbreviation,geocode_query,type_lat_suggested,type_lon_suggested,coordinate_uncertainty_m,geocode_method,geocode_confidence,geocode_notes,review_status,qc_decision,qc_notes
1002658,Oryzomys_antillarum,Oryzomys antillarum,Cricetidae,Rodentia,Jamaica.,BMNH:Mamm:1845.10.25.48,BMNH,"Jamaica, United Kingdom",51.253033,-1.376216,50000,nominatim,medium,"Nominatim query derived from type_locality for Oryzomys_antillarum.; match=Jamaica, St. Mary Bourne, Basingstoke and Deane, Hampshire, England, SP11 6DS, United Kingdom",proposed,review,"[auto] medium confidence, no country rule"
1002659,Oryzomys_couesi,Oryzomys couesi,Cricetidae,Rodentia,"Cobán, Alta Verapaz, Guatemala.",BMNH:Mamm:1875.2.26.15,BMNH,"Cobán, Alta Verapaz, Guatemala",15.470200,-90.373507,50000,nominatim,medium,"Nominatim query derived from type_locality for Oryzomys_couesi.; match=Cobán, Alta Verapaz, Guatemala",proposed,accept,[auto] country hint matches Nominatim result
1002662,Oryzomys_nelsoni,Oryzomys nelsoni,Cricetidae,Rodentia,"María Madre I, Nayarit, Mexico.",USNM:MAMM:89200,USNM,"María Madre I, Nayarit, Mexico",21.538630,-105.282320,50000,nominatim,medium,"Nominatim query derived from type_locality for Oryzomys_nelsoni.; match=Calle Isla María Madre, San Blas, Nayarit, 63774, México",proposed,accept,[auto] country hint matches Nominatim result
1002664,Oryzomys_texensis,Oryzomys texensis,Cricetidae,Rodentia,"Rockport, Aransas County, Texas.","AMNH MO-5764, AMNH MS-7166",AMNH,"Rockport, Aransas County, Texas, United States of America",28.020573,-97.054434,50000,nominatim,medium,"Nominatim query derived from type_locality for Oryzomys_texensis.; match=Rockport, Aransas County, Texas, United States",proposed,review,"[auto] medium confidence, no country rule"
1002267,Osgoodomys_banderanus,Osgoodomys banderanus,Cricetidae,Rodentia,"Valle de Banderas, Nayarit, Mexico.","AMNH MO-6661, AMNH MS-8327",AMNH,"Valle de Banderas, Nayarit, Mexico",20.807132,-105.247970,50000,nominatim,medium,"Nominatim query derived from type_locality for Osgoodomys_banderanus.; match=Valle de Banderas, Bahía de Banderas, Nayarit, 63731, México",proposed,accept,[auto] country hint matches Nominatim result
1002835,Otonyctomys_hatti,Otonyctomys hatti,Cricetidae,Rodentia,"Chichén Itzá, Yucatán, Mexico.",AMNH M-91190,AMNH,"Chichén Itzá, Yucatán, Mexico",20.682852,-88.568720,50000,nominatim,medium,"Nominatim query derived from type_locality for Otonyctomys_hatti.; match=Chichen Itzá, San Felipe Nuevo, Tinum, Yucatán, México",proposed,accept,[auto] country hint matches Nominatim result
1002837,Ototylomys_phyllotis,Ototylomys phyllotis,Cricetidae,Rodentia,"Tunkas, Yucatán, Mexico.",USNM:MAMM:108099,USNM,"Tunkas, Yucatán, Mexico",20.896948,-88.746303,50000,nominatim,medium,"Nominatim query derived from type_locality for Ototylomys_phyllotis.; match=Tunkás, Yucatán, México",proposed,accept,[auto] country hint matches Nominatim result
1002454,Oxymycterus_caparaoe,Oxymycterus caparaoe,Cricetidae,Rodentia,"Arrozal, 2400 m, Parque Nacional do Caparaó, Minas Gerais, Brazil.",MN 31997,MN,"Arrozal, Brazil",-22.598800,-44.038600,50000,nominatim,medium,"Nominatim query derived from type_locality for Oxymycterus_caparaoe.; match=Arrozal, Piraí, Rio de Janeiro, Região Sudeste, 27185-000, Brasil",proposed,accept,[auto] country hint matches Nominatim result
1006719,Peromyscus_angelensis,Peromyscus angelensis,Cricetidae,Rodentia,"Puerto Angel, Oaxaca, Mexico.",USNM:MAMM:71442,USNM,"Puerto Angel, Oaxaca, Mexico",15.666701,-96.490492,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_angelensis.; match=Puerto Ángel, San Pedro Pochutla, Oaxaca, 70902, México",proposed,accept,[auto] country hint matches Nominatim result
1002274,Peromyscus_bullatus,Peromyscus bullatus,Cricetidae,Rodentia,"Perote, Veracruz, Mexico.",USNM:MAMM:54405,USNM,"Perote, Veracruz, Mexico",19.510864,-97.268535,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_bullatus.; match=Perote, Veracruz, México",proposed,accept,[auto] country hint matches Nominatim result
1002321,Peromyscus_cordillerae,Peromyscus cordillerae,Cricetidae,Rodentia,"""Mt. Cacaguatique, Dept. San Miguel, El Salvador, C. A.; altitude 3,500 feet.""",UCLA Mammals 10716 (= Dickey collection 10716),UCLA,"Mt, United States of America",47.375267,-109.638757,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_cordillerae.; match=Montana, United States",proposed,review,"[auto] medium confidence, no country rule"
1002284,Peromyscus_eva,Peromyscus eva,Cricetidae,Rodentia,"San Jose del Cabo, Baja California Sur, Mexico.",BMNH:Mamm:1898.3.1.88,BMNH,"San Jose del Cabo, Baja California Sur, Mexico",23.059836,-109.702515,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_eva.; match=San José del Cabo, Municipio de Los Cabos, Baja California Sur, 20456, México",proposed,accept,[auto] country hint matches Nominatim result
1002286,Peromyscus_furvus,Peromyscus furvus,Cricetidae,Rodentia,"""Jalapa,"" Veracruz, Mexico.","AMNH M-12450A, AMNH MO-10769",AMNH,"Jalapa,"" Veracruz, Mexico",19.488032,-96.808001,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_furvus.; match=Cervezas y Refrescos de Jalapa S.A. de C.V., Dos Ríos, Emiliano Zapata, Veracruz, México",proposed,accept,[auto] country hint matches Nominatim result
1002291,Peromyscus_gratus,Peromyscus gratus,Cricetidae,Rodentia,"Tlalpan, Distrito Federal, Mexico.",USNM:MAMM:50619,USNM,"Tlalpan, Distrito Federal, Mexico",19.288060,-99.166973,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_gratus.; match=Tlalpan, Ciudad de México, México",proposed,accept,[auto] country hint matches Nominatim result
1002294,Peromyscus_gymnotis,Peromyscus gymnotis,Cricetidae,Rodentia,"""Guatemala.""",BMNH:Mamm:1886.5.13.4,BMNH,Guatemala,15.585555,-90.345759,50000,nominatim,medium,Nominatim query derived from type_locality for Peromyscus_gymnotis.; match=Guatemala,proposed,accept,[auto] country hint matches Nominatim result
1002300,Peromyscus_labecula,Peromyscus labecula,Cricetidae,Rodentia,"Ocotlán, Jalisco, Mexico.",FMNH:Mamm:8693,FMNH,"Ocotlán, Jalisco, Mexico",20.351447,-102.768809,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_labecula.; match=Ocotlán, Región Ciénega, Jalisco, México",proposed,accept,[auto] country hint matches Nominatim result
1002304,Peromyscus_leucurus,Peromyscus leucurus,Cricetidae,Rodentia,"Tehuantepec, Oaxaca, Mexico.",BMNH:Mamm:1879.1.6.3,BMNH,"Tehuantepec, Oaxaca, Mexico",16.316297,-95.249246,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_leucurus.; match=Tehuantepec, Santo Domingo Tehuantepec, Oaxaca, México",proposed,accept,[auto] country hint matches Nominatim result
1002319,Peromyscus_nicaraguae,Peromyscus nicaraguae,Cricetidae,Rodentia,"Matagalpa, Matagalpa, Nicaragua.",AMNH M-28282,AMNH,"Matagalpa, Matagalpa, Nicaragua",12.928390,-85.918445,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_nicaraguae.; match=Matagalpa, 61000, Nicaragua",proposed,accept,[auto] country hint matches Nominatim result
1002323,Peromyscus_pectoralis,Peromyscus pectoralis,Cricetidae,Rodentia,"Jalpan, Querétaro, Mexico.",USNM:MAMM:81236,USNM,"Jalpan, Querétaro, Mexico",20.512996,-100.344862,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_pectoralis.; match=Jalpan, El Encino, La Noria, Huimilpan, Querétaro, 76973, México",proposed,accept,[auto] country hint matches Nominatim result
1002330,Peromyscus_sagax,Peromyscus sagax,Cricetidae,Rodentia,"La Palma, Michoacán, Mexico.",FMNH:Mamm:8699,FMNH,"La Palma, Michoacán, Mexico",19.411508,-101.704907,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_sagax.; match=La Palma, Salvador Escalante, Michoacán, México",proposed,accept,[auto] country hint matches Nominatim result
1002331,Peromyscus_salvadorensis,Peromyscus salvadorensis,Cricetidae,Rodentia,"Mt. Cacaguatique, San Miguel, El Salvador",UCLA Mammals 10747 (= Dickey collection 10748),UCLA,"Mt, United States of America",47.375267,-109.638757,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_salvadorensis.; match=Montana, United States",proposed,review,"[auto] medium confidence, no country rule"
1002334,Peromyscus_simulus,Peromyscus simulus,Cricetidae,Rodentia,"San Blas, Nayarit, Mexico.",USNM:MAMM:88088,USNM,"San Blas, Nayarit, Mexico",21.538143,-105.183878,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_simulus.; match=San Blas, Nayarit, México",proposed,accept,[auto] country hint matches Nominatim result
1002343,Peromyscus_yucatanicus,Peromyscus yucatanicus,Cricetidae,Rodentia,"""Chichen-Itza, Yucatan,"" Mexico.","AMNH M-12001, AMNH MO-10434",AMNH,"Chichen-Itza, Yucatan,"" Mexico",20.682852,-88.568720,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_yucatanicus.; match=Chichen Itzá, San Felipe Nuevo, Tinum, Yucatán, México",proposed,accept,[auto] country hint matches Nominatim result
1002344,Peromyscus_zamorae,Peromyscus zamorae,Cricetidae,Rodentia,"Zamora, Michoacán, Mexico.",USNM:MAMM:120288,USNM,"Zamora, Michoacán, Mexico",19.982895,-102.283630,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_zamorae.; match=Zamora, Michoacán, 59670, México",proposed,accept,[auto] country hint matches Nominatim result
1002345,Peromyscus_zarhynchus,Peromyscus zarhynchus,Cricetidae,Rodentia,"""Tumbala, Chiapas, Mexico.""",USNM:MAMM:76119,USNM,"Tumbala, Chiapas, Mexico",17.309886,-92.282286,50000,nominatim,medium,"Nominatim query derived from type_locality for Peromyscus_zarhynchus.; match=Tumbalá, Chiapas, México",proposed,accept,[auto] country hint matches Nominatim result
1002197,Phenacomys_intermedius,Phenacomys intermedius,Cricetidae,Rodentia,"""a basaltic plateau, about 20 miles [= 32 km] NNW of Kamloops,"" 5500 feet (= 1676 m), British Columbia, Canada.",CMN 181,CMN,"32 km, Canada",37.605657,-82.324309,50000,nominatim,medium,"Nominatim query derived from type_locality for Phenacomys_intermedius.; match=Canada, Pike County, Kentucky, 41519, United States",proposed,review,"[auto] medium confidence, no country rule"
1002717,Phyllotis_andium,Phyllotis andium,Cricetidae,Rodentia,"""Cañar, [Cañar,] Ecuador. Alt. 2600 m.""",BMNH:Mamm:1899.9.9.68,BMNH,"Cañar, [Cañar,] Ecuador",-2.474934,-79.180078,50000,nominatim,medium,"Nominatim query derived from type_locality for Phyllotis_andium.; match=Cañar, Ecuador",proposed,accept,[auto] country hint matches Nominatim result
1002719,Phyllotis_bonariensis,Phyllotis bonariensis,Cricetidae,Rodentia,"Abra de la Ventana, 500 m, Parque Provincial Ernesto Tornquist, Buenos Aires, Argentina.",MACN-Ma 14919,MACN-MA,"Abra de la Ventana, Argentina",-38.072467,-61.990308,50000,nominatim,medium,"Nominatim query derived from type_locality for Phyllotis_bonariensis.; match=Abra de la Ventana, Cuartel VII, Partido de Tornquist, Buenos Aires, B8163ACJ, Argentina",proposed,accept,[auto] country hint matches Nominatim result
1002726,Phyllotis_magister,Phyllotis magister,Cricetidae,Rodentia,"""Arequipa, [Arequipa,] Peru. Alt. 2300 m.""",BMNH:Mamm:1900.10.1.31,BMNH,"Arequipa, [Arequipa,] Peru",-16.398867,-71.536961,50000,nominatim,medium,"Nominatim query derived from type_locality for Phyllotis_magister.; match=Arequipa, 04001, Perú",proposed,accept,[auto] country hint matches Nominatim result
1002734,Phyllotis_xanthopygus,Phyllotis xanthopygus,Cricetidae,Rodentia,"""Santa Cruz,"" Argentina.",BMNH:Mamm:1855.12.24.185,BMNH,"Santa Cruz,"" Argentina",-49.046865,-70.270540,50000,nominatim,medium,"Nominatim query derived from type_locality for Phyllotis_xanthopygus.; match=Santa Cruz, Argentina",proposed,accept,[auto] country hint matches Nominatim result
1002469,Podoxymys_roraimae,Podoxymys roraimae,Cricetidae,Rodentia,"""summit of Mt. Roraima, British Guiana [= Guyana], altitude 8600 feet [= 2621 m].""",AMNH M-75586,AMNH,Guyana,4.841710,-58.641689,50000,nominatim,medium,Nominatim query derived from type_locality for Podoxymys_roraimae.; match=Guyana,proposed,accept,[auto] country hint matches Nominatim result
1002356,Reithrodontomys_gracilis,Reithrodontomys gracilis,Cricetidae,Rodentia,"Chichén-Itzá, Yucatán, Mexico.","AMNH M-12018, AMNH MO-10451",AMNH,"Chichén-Itzá, Yucatán, Mexico",20.682852,-88.568720,50000,nominatim,medium,"Nominatim query derived from type_locality for Reithrodontomys_gracilis.; match=Chichen Itzá, San Felipe Nuevo, Tinum, Yucatán, México",proposed,accept,[auto] country hint matches Nominatim result
1002760,Rhagomys_rufescens,Rhagomys rufescens,Cricetidae,Rodentia,"Rio de Janeiro, Rio de Janeiro, Brazil.",BMNH:Mamm:1886.2.8.5,BMNH,"Rio de Janeiro, Rio de Janeiro, Brazil",-22.911014,-43.209373,50000,nominatim,medium,"Nominatim query derived from type_locality for Rhagomys_rufescens.; match=Rio de Janeiro, Região Sudeste, Brasil",proposed,accept,[auto] country hint matches Nominatim result
1002766,Rhipidomys_emiliae,Rhipidomys emiliae,Cricetidae,Rodentia,"Rio Mojú, Pará, Brazil.",AMNH M-37495,AMNH,"Rio Mojú, Pará, Brazil",-2.070056,-48.911666,50000,nominatim,medium,"Nominatim query derived from type_locality for Rhipidomys_emiliae.; match=Rio Moju, Pará, Região Norte, Brasil",proposed,accept,[auto] country hint matches Nominatim result
1002735,Salinomys_delicatus,Salinomys delicatus,Cricetidae,Rodentia,"""Province of San Luis, Departamento de Ayacucho, ca. 23 km N Route 20, Pampa de Las Salinas, cerca La Botija, at 1300 feet elevation [= 396 m].""",CMI 4001,CMI,"396 m, Argentina",39.467653,-6.382517,50000,nominatim,medium,"Nominatim query derived from type_locality for Salinomys_delicatus.; match=Argentina, Cáceres, Extremadura, España",proposed,review,"[auto] medium confidence, no country rule"
1002742,Sigmodon_alstoni,Sigmodon alstoni,Cricetidae,Rodentia,"Cumaná, Sucre, Venezuela.",BMNH:Mamm:1847.6.23.7,BMNH,"Cumaná, Sucre, Venezuela",10.449571,-64.157805,50000,nominatim,medium,"Nominatim query derived from type_locality for Sigmodon_alstoni.; match=Cumaná, Parroquia Santa Inés, Municipio Sucre, Sucre, 6101, Venezuela",proposed,accept,[auto] country hint matches Nominatim result
1002744,Sigmodon_fulviventer,Sigmodon fulviventer,Cricetidae,Rodentia,"Zacatecas, Zacatecas, Mexico.","AMNH MO-1244, AMNH MS-1975",AMNH,"Zacatecas, Zacatecas, Mexico",22.775389,-102.572271,50000,nominatim,medium,"Nominatim query derived from type_locality for Sigmodon_fulviventer.; match=Zacatecas, Municipio de Zacatecas, Zacatecas, 98000, México",proposed,accept,[auto] country hint matches Nominatim result
1002750,Sigmodon_ochrognathus,Sigmodon ochrognathus,Cricetidae,Rodentia,"Chisos Mountains, 8000 ft [= 2438 m], Brewster County, Texas, USA.",USNM:MAMM:110333,USNM,"2438 m, United States of America",41.602437,-84.780198,50000,nominatim,medium,"Nominatim query derived from type_locality for Sigmodon_ochrognathus.; match=2438, County Road M, Florence Township, Williams County, Ohio, 43518, United States",proposed,review,"[auto] medium confidence, no country rule"
1002751,Sigmodon_peruanus,Sigmodon peruanus,Cricetidae,Rodentia,"Trujillo, Libertad, Peru.","AMNH MO-10110, AMNH MS-11818",AMNH,"Trujillo, Libertad, Peru",-8.111678,-79.028774,50000,nominatim,medium,"Nominatim query derived from type_locality for Sigmodon_peruanus.; match=Trujillo, La Libertad, 13008, Perú",proposed,accept,[auto] country hint matches Nominatim result
1002669,Sigmodontomys_alfari,Sigmodontomys alfari,Cricetidae,Rodentia,"""Jimenez (altitude, 700 feet [= 213 m]), Costa Rica.""","AMNH M-12436, AMNH MO-10744",AMNH,"213 m, United States of America",40.792904,-73.059281,50000,nominatim,medium,"Nominatim query derived from type_locality for Sigmodontomys_alfari.; match=213, Springmeadow Drive, Woodgate Village , Holbrook, Town of Islip, Suffolk County, New York, 11741, United States",proposed,review,"[auto] medium confidence, no country rule"
